id,assignment_id,student,owner_id,helped_fix,improved_understanding,comment,first_score,final_score,attempt_count,improvement,created_at
43,1,name43,1,3,3,,0.485714,1,2,0.514286,2025-01-09 13:16:49.621518+00
44,1,name44,1,1,1,,0.885714,1,6,0.114286,2025-01-09 14:00:27.653503+00
45,1,name45,1,1,1,I did not understand the automated feedback,0.057143,0.057143,10,0,2025-01-09 14:04:24.394770+00
46,1,name46,1,4,2,,0.314286,1,7,0.6857139999999999,2025-01-09 14:12:35.243140+00
47,1,name47,1,4,4,,0,1,8,1,2025-01-09 14:39:29.113412+00
48,1,name48,1,3,3,,0.428571,1,7,0.571429,2025-01-09 15:29:11.191554+00
49,1,name49,1,5,5,,0.057143,1,6,0.9428570000000001,2025-01-09 16:40:48.771119+00
50,1,name50,1,5,5,,0.314286,1,4,0.6857139999999999,2025-01-09 17:39:30.186746+00
51,1,name51,1,5,5,,0.057143,1,4,0.9428570000000001,2025-01-09 23:10:35.440963+00
52,1,name52,1,5,5,,0.057143,1,4,0.9428570000000001,2025-01-10 05:51:09.162572+00
53,1,name53,1,5,5,,0.885714,1,4,0.114286,2025-01-10 07:25:45.847398+00
54,1,name54,1,1,3,"At the end, the feedback was basically ""the WHERE clause is wrong"", which was not very useful, especially since I believed I had  the right answer.",0.371429,0.485714,2,0.11428499999999997,2025-01-10 08:42:48.510103+00
55,1,name55,1,5,5,,0.371429,1,3,0.628571,2025-01-10 09:24:36.158533+00
56,1,name56,1,3,3,,0.971429,1,2,0.028571000000000013,2025-01-10 10:10:14.033407+00
57,1,name57,1,3,1,"Already knew how SQL worked (to a degree), just made a silly error ",0.428571,1,2,0.571429,2025-01-10 10:29:37.099744+00
58,1,name58,1,3,4,,0.057143,1,3,0.9428570000000001,2025-01-10 10:36:41.604995+00
59,1,name59,1,5,4,,0.428571,1,2,0.571429,2025-01-10 10:41:29.379702+00
60,1,name60,1,5,3,,0.428571,1,2,0.571429,2025-01-10 11:01:06.542919+00
61,1,name61,1,3,3,,,0.371429,0,,2025-01-10 11:24:36.888261+00
62,1,name62,1,5,5,Really nice!,0.428571,1,2,0.571429,2025-01-10 12:23:55.962662+00
63,1,name63,1,2,4,,0.371429,1,6,0.628571,2025-01-10 12:24:32.892998+00
64,1,name64,1,4,2,,0.314286,1,3,0.6857139999999999,2025-01-10 12:49:49.607056+00
65,1,name65,1,4,4,,0.057143,1,7,0.9428570000000001,2025-01-10 13:06:53.160946+00
66,1,name66,1,4,4,,0.428571,1,2,0.571429,2025-01-10 13:14:58.005867+00
67,1,name67,1,3,4,,0.314286,0.885714,3,0.571428,2025-01-10 13:15:03.840491+00
68,1,name68,1,5,4,,0.885714,1,5,0.114286,2025-01-10 13:29:03.698018+00
69,1,name69,1,1,1,"The Run function did not really help improve, I did not really get what I was doing so it ran the copied schema many times without saying that the code was the exact same.

I confess that it is dumb on my side, but it would be nice that the RUN function only works when the code that was ran before has been changed.

Now I submited my code with a grade of 0% because it could not run my final code.",0,0,10,0,2025-01-10 13:32:01.521179+00
70,1,name70,1,5,5,,1,1,2,0,2025-01-10 13:39:24.093886+00
71,1,name71,1,4,1,,0,1,2,1,2025-01-10 14:02:24.947716+00
72,1,name72,1,3,4,,0.885714,0.885714,1,0,2025-01-10 14:30:30.430576+00
73,1,name73,1,3,2,,0.885714,1,3,0.114286,2025-01-10 14:50:06.607986+00
74,1,name74,1,5,4,,0.285714,1,3,0.714286,2025-01-10 15:19:14.491231+00
75,1,name75,1,4,2,"I feel like the JOIN Statement, that I used first was correct, However I might be wrong. ",0.057143,1,2,0.9428570000000001,2025-01-10 17:25:40.548404+00
76,1,name76,1,3,3,,0.057143,1,2,0.9428570000000001,2025-01-10 17:58:47.581003+00
77,1,name77,1,5,5,,0.314286,1,10,0.6857139999999999,2025-01-10 18:01:50.429891+00
78,1,name78,1,3,3,"SELECT Theme.theme_id, Theme.name 
FROM Theme, Teacher 
WHERE Theme.teacher_id = Teacher.teacher_id 
AND Teacher.name = 'Djoerd Hiemstra';

I have not seen beforehand that we have 10 attempts only and that was not explicitly said also before completing exercise. So, this is correct code.",0,0.428571,10,0.428571,2025-01-10 18:04:12.707934+00
79,1,name79,1,4,4,,0.057143,1,4,0.9428570000000001,2025-01-10 18:12:39.374847+00
80,1,name80,1,4,4,,0.314286,1,4,0.6857139999999999,2025-01-10 18:46:01.972410+00
81,1,name81,1,4,4,,0.057143,1,3,0.9428570000000001,2025-01-10 19:20:22.926131+00
82,1,name82,1,3,3,,0.314286,1,4,0.6857139999999999,2025-01-10 19:22:34.816205+00
83,1,name83,1,4,4,,0.314286,1,8,0.6857139999999999,2025-01-10 20:35:12.282465+00
84,1,name84,1,1,2,,1,1,2,0,2025-01-11 09:25:58.490802+00
85,1,name85,1,3,3,,,1,0,,2025-01-11 17:15:24.291994+00
86,1,name86,1,4,4,"Apologies for the late submission, I had trouble with socoles and assumed it was a global thing that would be fixed so I put it off, but then I realized just now that it works if you use EduVPN. Also, I do not really know how to grade the automated feedback because I didn't use it? I know how to do this question, no need to iterate on my answer.",1,1,3,0,2025-01-12 19:30:17.988961+00
87,1,name87,1,4,4,,0.485714,1,4,0.514286,2025-01-13 10:32:32.859322+00
88,1,name88,1,5,5,,0.314286,1,4,0.6857139999999999,2025-01-13 11:39:14.287428+00
89,1,name89,1,2,2,,1,1,2,0,2025-01-13 14:46:33.149470+00
90,1,name90,1,4,3,,0.885714,1,2,0.114286,2025-01-14 07:37:48.528755+00
91,1,name91,1,2,2,,0.428571,1,4,0.571429,2025-01-14 08:36:00.642795+00
92,1,name92,1,3,4,,0.057143,1,5,0.9428570000000001,2025-01-14 10:05:57.006369+00
93,1,name93,1,3,3,,0.314286,0,10,-0.314286,2025-01-14 11:22:50.665001+00
94,1,name94,1,4,2,,0.428571,1,2,0.571429,2025-01-14 13:46:12.612116+00
95,1,name95,1,3,3,,0.057143,1,6,0.9428570000000001,2025-01-14 16:41:59.293967+00
96,2,name95,1,3,3,,0.6114286,0.8857142,14,0.2742856,2025-01-14 17:10:05.240706+00
97,1,name96,1,4,4,,0.057143,1,6,0.9428570000000001,2025-01-14 22:13:41.555856+00
98,2,name6,1,2,2,,0.20000020000000002,1,16,0.7999997999999999,2025-01-14 22:35:48.516153+00
99,2,name1,1,2,2,,0.8971427999999999,1,6,0.10285720000000009,2025-01-15 07:41:29.456942+00
100,2,name17,1,3,4,"On the last question I feel like i had the correct answer but socoles said it was wrong, and even if i changed it to what socoles wanted it still said it was wrong. Im not really sure what the answer should be now.",0.6228572,0.8857142,11,0.262857,2025-01-15 07:47:45.268092+00
101,1,name97,1,2,2,,0.371429,0.057143,2,-0.314286,2025-01-15 09:36:13.380202+00
102,1,name98,1,2,3,"The feedback is too generic and I did not see that there was a submit button, whoops....",0,1,5,1,2025-01-15 09:52:38.734958+00
103,2,name97,1,4,4,,0.382857,1,18,0.617143,2025-01-15 10:15:25.882481+00
104,2,name55,1,2,2,It does not recognise spelling mistakes and gets convinced other stuff is wrong when it isn't.,0.76,1,13,0.24,2025-01-15 10:18:54.587479+00
105,2,name43,1,3,3,,0.6457141999999999,1,8,0.3542858000000001,2025-01-15 11:42:54.269582+00
106,2,name99,1,4,4,,0.6228572,1,7,0.3771428,2025-01-15 11:56:26.182342+00
107,2,name45,1,1,1,"The automated feedback expects one specific answer. When you give another answer that is also right it says its wrong. Also, the autograder does not werk when you write an answer that is not parseable:

""The query is not parseable. Therefore, the semantics could not be verified.
""


At least for me, when I got a 'parseable' query I was already very close to the answer and did not need feedback anymore. I switched to a style where I write parseable queries all the time and then try to use the feedback, but it does not give a lot of hints (except for what your SELECT statement should be. Doing: SELECT * From (any table in the schema) gives you feedback and tells you exactly what your SELECT should be. But that kind of feels like 'cheesing' the system to quickly find out what the SELECT should be before moving on.",0.0914286,1,33,0.9085714,2025-01-15 12:55:36.835313+00
108,1,name100,1,5,5,,0.314286,1,3,0.6857139999999999,2025-01-15 13:45:56.267702+00
109,2,name100,1,2,2,"In question 4 the RADB query does not seem to match the SQL query.  When running my own query it failed, while it gave the exact same response as the RADB one. I used the automated feedback to make some changes, but it took very long since there was no way to verify if my query was correct.

In some of the questions the phrasing was a bit off? I had a hard time understanding what data to return (e.g., only band member, or also their role, or just everything?).

Thank you for reading my feedback :)",0.4742858,1,14,0.5257142,2025-01-15 14:30:16.348930+00
110,2,name101,1,1,1,"The autograder feels like a chatgpt reskin, which is not what I would want as a student. 
Furthermore, it does not compare the output from the query to the desired output, but it compares the provided query to the model query. 
Lastly, we do not have any experience in SQL, some of these queries are far more difficult than can be expected from us at this time (I am assuming that after week 3, in which we get an SQL lecture we will be more knowledgeable).",0.36,1,12,0.64,2025-01-15 14:32:14.307668+00
111,2,name102,1,3,2,,0.76,1,10,0.24,2025-01-15 15:43:08.274904+00
112,2,name36,1,5,5,,0.6685711999999999,1,9,0.3314288000000001,2025-01-15 17:52:38.849639+00
113,2,name42,1,5,5,,0.4514286,1,23,0.5485713999999999,2025-01-15 18:16:09.916106+00
114,2,name2,1,2,3,,0.11999999999999997,0.8628572,17,0.7428572,2025-01-15 18:21:35.937901+00
115,2,name15,1,4,3,,0.8857142,1,9,0.11428579999999999,2025-01-15 19:49:23.368806+00
116,2,name11,1,4,3,,0.5314284,1,11,0.4685716,2025-01-16 03:05:20.267179+00
117,2,name103,1,5,5,,0.40000020000000003,1,12,0.5999998,2025-01-16 05:52:21.878204+00
118,2,name104,1,3,3,"I think the answers to questions 4 and 5 are not correct.
Question 4 asks for the natural join, which means you have to use the DISTINCT keyword after the SELECT keyword, otherwise the attribute 'artist_id' will be duplicated.
In question 5, in the WHERE clause, it should be
Track.album_id = Track2.album_id2
instead of 
Track.album_id = Track.album_id, which is a tautology.",0.3714286,1,13,0.6285714,2025-01-16 06:01:05.373031+00
119,2,name7,1,3,3,,0.36,1,14,0.64,2025-01-16 06:26:04.176621+00
120,2,name105,1,4,4,It is hard to notice when you typed one letter incorrectly (Making spelling mistakes). For example the last question Graffiti and Grafiti ,0.537143,1,15,0.46285699999999996,2025-01-16 07:18:27.436862+00
121,1,name106,1,3,2,,0.485714,1,2,0.514286,2025-01-16 07:53:32.104918+00
122,1,name107,1,2,1,,0.428571,1,2,0.571429,2025-01-16 07:55:24.300141+00
123,1,name108,1,4,4,,0.314286,1,8,0.6857139999999999,2025-01-16 07:59:27.995002+00
124,1,name109,1,3,3,,0,1,8,1,2025-01-16 08:00:37.769277+00
125,1,name110,1,3,3,,0.428571,1,5,0.571429,2025-01-16 08:02:57.307967+00
126,2,name8,1,3,1,,0.6114286,0.8857142,8,0.2742856,2025-01-16 08:05:01.973195+00
127,2,name31,1,4,4,,0.5257144,1,11,0.4742856,2025-01-16 08:06:21.032556+00
128,1,name111,1,2,2,,0,1,6,1,2025-01-16 08:09:10.544774+00
129,1,name112,1,3,3,,0.314286,1,3,0.6857139999999999,2025-01-16 08:12:41.400285+00
130,2,name98,1,4,4,"The space in OverpassGraffiti was not clearly shown, also it does not actually check for the semicolon "";"", when grading.
I would also like to point out, that when the program is grading, it always stays stuck on 43% correct, even when you just made a small mistake. 
Also it cannot comprehent spelling errors.",0.46857119999999997,1,13,0.5314288,2025-01-16 08:14:48.979972+00
131,1,name113,1,4,3,,0.057143,1,4,0.9428570000000001,2025-01-16 08:17:32.198363+00
132,2,name20,1,4,4,,0.582857,1,9,0.41714300000000004,2025-01-16 08:20:01.549836+00
133,2,name10,1,3,3,,0.4228572,1,22,0.5771428000000001,2025-01-16 08:28:35.060011+00
134,2,name108,1,4,4,,0.6799999999999999,1,8,0.32000000000000006,2025-01-16 08:29:02.221433+00
135,2,name19,1,1,1,,0.6857141999999999,1,11,0.31428580000000006,2025-01-16 08:29:32.640211+00
136,2,name114,1,5,5,,0.8857142,1,7,0.11428579999999999,2025-01-16 13:00:43.305118+00
137,2,name115,1,4,5,one thing to add in the last exercise we had to compare a duplicate but the answer sad to compare Track.album_id = Track.album_id which should have been Track.album_id = Track2.album_id2,0.2114286,1,20,0.7885714,2025-01-16 08:31:50.633322+00
138,2,name87,1,4,4,,0.6228572,1,7,0.3771428,2025-01-16 08:40:01.944938+00
139,2,name116,1,1,1,cruddy software,0.6628572,1,13,0.33714279999999996,2025-01-16 08:40:20.743105+00
140,2,name112,1,3,3,,0.3885714,1,15,0.6114286,2025-01-16 08:41:52.638306+00
141,2,name94,1,2,1,"Nested SELECT statements are not supported.
For example, for question 5, the following SQL query would give the exact same result as the ""expected"" answer, but instead shows a parse error in SOPHOCLES:
```
SELECT track_title
FROM Track, (
  SELECT album_id AS album_id2
  FROM Track
  WHERE track_title = 'Overpass Graffiti'
)
WHERE album_id = album_id2;
```",0.582857,1,8,0.41714300000000004,2025-01-16 08:47:02.872702+00
142,1,name117,1,4,4,did not click submit,0.314286,1,3,0.6857139999999999,2025-01-16 08:47:59.975747+00
143,2,name22,1,4,2,It helped correct but also if the output was correct.,0.5314284,1,14,0.4685716,2025-01-16 08:52:40.254865+00
144,2,name118,1,4,1,That last question sucked. Overpass Graffiti has a space. Okay..,0.6685711999999999,1,16,0.3314288000000001,2025-01-16 08:53:19.691131+00
145,2,name12,1,3,4,,0.5485713999999999,1,17,0.45142860000000007,2025-01-16 08:53:33.406091+00
146,2,name119,1,4,2,The last question was unclear and in generall the feedback was sometimes contradictory. It also suggested multiple things where wrong when it was just one single spelling mistake instead.,0.5199998,1,13,0.4800002,2025-01-16 08:54:38.680501+00
147,2,name120,1,2,2,,0.2628572,1,14,0.7371428,2025-01-16 08:55:29.273265+00
148,2,name35,1,3,1,More clear questions? Like OverpassGraffiti in the algebraic notation is not equal to the real Overpass Graffiti,0.46285699999999996,1,14,0.537143,2025-01-16 08:56:42.019270+00
149,2,name106,1,2,1,,0.7828569999999999,1,7,0.21714300000000009,2025-01-16 08:57:12.421294+00
150,2,name107,1,2,1,,0.8285714000000001,1,6,0.17142859999999993,2025-01-16 08:57:17.350163+00
151,2,name24,1,3,3,,0.4457142,1,14,0.5542857999999999,2025-01-16 08:57:18.764923+00
152,2,name121,1,5,5,,0.537143,1,16,0.46285699999999996,2025-01-16 08:58:23.858366+00
153,2,name111,1,2,2,,0.8857142,1,6,0.11428579999999999,2025-01-16 08:58:29.122037+00
154,2,name122,1,2,2,it helps if the result of the query code is shown so i better see what happens,0.5542858,1,16,0.44571419999999995,2025-01-16 08:58:30.960328+00
155,2,name113,1,4,4,,0.49714279999999994,1,12,0.5028572,2025-01-16 09:00:11.349733+00
156,2,name110,1,2,3,The spelling error of the song is a huge oversight.,0.4114286,1,19,0.5885714,2025-01-16 09:01:22.586505+00
157,2,name109,1,3,2,,0.182857,1,19,0.817143,2025-01-16 09:01:46.227065+00
158,2,name123,1,4,4,,0.4114286,1,14,0.5885714,2025-01-16 09:05:25.410717+00
159,2,name28,1,3,3,,0.27999999999999997,1,18,0.72,2025-01-16 09:12:12.330071+00
160,2,name117,1,3,4,,0.36,1,13,0.64,2025-01-16 09:13:37.574673+00
161,1,name124,1,4,3,,,0,0,,2025-01-16 09:26:20.513740+00
162,2,name67,1,4,4,,0.6971428,1,8,0.30285720000000005,2025-01-16 09:34:23.241942+00
163,2,name92,1,3,4,,0.0742858,1,36,0.9257142,2025-01-16 09:39:58.745797+00
164,2,name21,1,4,3,,0.5942856,0.8857142,13,0.29142860000000004,2025-01-16 09:42:36.610646+00
165,2,name125,1,1,1,,0.4114286,1,10,0.5885714,2025-01-16 09:46:18.237951+00
166,2,name126,1,3,3,,0.337143,1,17,0.662857,2025-01-16 09:56:05.869937+00
167,2,name85,1,4,4,,0.2628572,1,13,0.7371428,2025-01-16 09:56:43.213168+00
168,2,name127,1,2,2,,0.6628572,1,7,0.33714279999999996,2025-01-16 09:58:44.495653+00
169,2,name61,1,1,3,,0.8857142,0.8857142,5,0,2025-01-16 10:04:32.791559+00
170,2,name34,1,4,4,,0.3257144,1,23,0.6742855999999999,2025-01-16 10:18:09.255105+00
171,2,name33,1,5,5,Actually quite good,0.3714286,1,18,0.6285714,2025-01-16 10:18:09.560055+00
172,2,name90,1,2,2,,0.314286,1,28,0.6857139999999999,2025-01-16 10:27:55.206796+00
173,2,name128,1,1,1,,0.6,1,8,0.4,2025-01-16 10:28:41.154258+00
174,2,name29,1,3,3,,0.4799998,1,18,0.5200002,2025-01-16 10:36:34.595911+00
175,2,name89,1,5,5,,0.8628572,1,6,0.1371428,2025-01-16 11:09:54.725945+00
176,2,name80,1,4,4,,0.382857,1,12,0.617143,2025-01-16 11:10:56.003843+00
177,1,name114,1,5,5,,0.885714,1,3,0.114286,2025-01-16 11:17:27.359669+00
178,2,name71,1,4,4,,0.6114286,1,8,0.3885714,2025-01-16 11:50:36.642506+00
179,2,name30,1,5,5,,0.4228572,1,21,0.5771428000000001,2025-01-16 11:50:40.449400+00
180,2,name51,1,5,5,,0.8114285999999999,1,6,0.18857140000000006,2025-01-16 11:58:54.665684+00
181,2,name129,1,5,5,,0.36,1,20,0.64,2025-01-16 11:59:10.576949+00
182,2,name38,1,2,2,,0.26285719999999996,1,16,0.7371428,2025-01-16 12:13:31.932352+00
183,2,name130,1,1,1,,0.7485714,1,12,0.2514286,2025-01-16 12:23:53.373768+00
184,2,name23,1,5,5,,0.8742856,1,7,0.1257144,2025-01-16 12:58:49.438603+00
185,2,name41,1,3,2,,0.6857144,0.8857142,8,0.19999980000000006,2025-01-16 13:29:13.265359+00
186,2,name73,1,4,3,,0.8114285999999999,1,6,0.18857140000000006,2025-01-16 13:41:47.170268+00
187,1,name131,1,1,1,,0,0,1,0,2025-01-16 14:09:13.939463+00
188,1,name132,1,4,4,,,0,0,,2025-01-16 14:24:20.981627+00
189,2,name4,1,4,3,,0.36,1,14,0.64,2025-01-16 14:27:45.087659+00
190,2,name14,1,4,4,,0.862857,1,7,0.13714300000000001,2025-01-16 14:35:04.212064+00
191,2,name133,1,3,3,,0.5028572,1,17,0.4971428,2025-01-16 14:36:14.231683+00
192,2,name74,1,4,3,,0.6114286,1,10,0.3885714,2025-01-16 14:53:27.898526+00
193,2,name3,1,3,3,,0.43428560000000005,1,19,0.5657144,2025-01-16 14:56:20.906544+00
194,2,name131,1,4,3,,0.3542858,0.8114285999999999,22,0.45714279999999996,2025-01-16 15:13:04.236340+00
195,2,name132,1,2,2,It is very case sensitive and doesn't give me full points even if my code is correct.,0.5599999999999999,1,27,0.44000000000000006,2025-01-16 15:32:48.418670+00
196,2,name134,1,3,3,,0.8971427999999999,1,8,0.10285720000000009,2025-01-16 15:35:55.420933+00
197,2,name84,1,4,4,,0.31999999999999995,1,21,0.68,2025-01-16 16:00:14.248107+00
198,2,name75,1,4,4,,0.5542858,1,11,0.44571419999999995,2025-01-16 16:26:10.437657+00
199,2,name135,1,4,4,,0.4228572,0.8857142,20,0.462857,2025-01-16 18:08:07.019939+00
200,2,name136,1,3,4,"As for Q5 the WHERE clause was marked as incorrect, however the expected vs. actual clauses looked so similar that I could not figure out at all what was going wrong. Maybe getting to see the actual output, or getting more specific pointers about what is going wrong in these cases could be helpful. For all the other questions it worked perfectly for me though :)",0.49714279999999994,0.8857142,21,0.38857140000000007,2025-01-16 20:22:10.353631+00
201,2,name137,1,5,5,,0.2857144,1,14,0.7142856,2025-01-16 20:48:08.572650+00
202,2,name138,1,3,4,,0.8114285999999999,1,7,0.18857140000000006,2025-01-16 23:32:33.204520+00
203,1,name138,1,3,3,,0.314286,1,2,0.6857139999999999,2025-01-16 23:34:00.222517+00
204,2,name27,1,3,2,The last question's feedback was confusing ,0.3485716,0.8857142,20,0.5371426,2025-01-17 00:06:27.398392+00
205,2,name18,1,1,1,,0.4857142,0.8857142,16,0.4,2025-01-17 08:23:03.842543+00
206,2,name86,1,2,2,on question 2 especially it gave me a 0.16/1.00 and told me that basically everything was wrong when i was only missing one DISTINCT. i feel like it overshoots on finding problems,0.64,1,8,0.36,2025-01-17 09:20:25.885530+00
207,1,name139,1,4,4,,0.428571,1,2,0.571429,2025-01-17 09:25:12.561727+00
208,2,name93,1,3,3,,0.24571420000000002,0.8114285999999999,12,0.5657144,2025-01-17 09:32:35.927773+00
209,2,name32,1,4,5,,0.8,1,10,0.19999999999999996,2025-01-17 09:45:19.792782+00
210,2,name139,1,4,5,,0.8285715,1,5,0.17142849999999998,2025-01-17 09:46:32.227702+00
211,2,name5,1,4,2,"In the last question, the RA says ""OverpassGraffiti"" without a space. It took me a long time to find out that my bug was in the space, so maybe it can better be written with a space?",0.24,1,17,0.76,2025-01-17 09:50:01.950253+00
212,2,name40,1,2,3,"q 5, quite a vague explenation: * 1. FROM clause:
* 		● Mismatch in FROM clause tables.
* 		● Missing tables: 'track'. , I sort of got the jist to rename it from the slide but the autograder feedback was not really helpful and mostly just confusing for this question",0.5257144,1,11,0.4742856,2025-01-17 10:27:59.699770+00
213,2,name63,1,3,2,,0.4514286,0.8628572,11,0.4114286,2025-01-17 10:44:38.821882+00
214,2,name48,1,3,3,,0.4114286,1,19,0.5885714,2025-01-17 10:48:37.036382+00
215,2,name58,1,5,4,,0.4457142,1,14,0.5542857999999999,2025-01-17 11:03:27.406647+00
216,2,name57,1,2,2,"Feedback wasnt all that usefull.
Most problems were in the where clauses, but any time I looked at the feedback the part of 'Found conditions' didnt 100% line up with what I wrote down, which confused me quite a bit.",0.5199998,1,19,0.4800002,2025-01-17 11:10:48.129909+00
217,2,name140,1,2,2,,0.4628572,1,13,0.5371428,2025-01-17 11:20:10.425249+00
218,2,name66,1,4,4,,0.8628572,1,8,0.1371428,2025-01-17 12:01:59.904186+00
219,1,name141,1,5,5,,0.314286,1,3,0.6857139999999999,2025-01-17 12:14:44.119963+00
220,2,name142,1,5,3,,0.582857,1,9,0.41714300000000004,2025-01-17 12:26:39.929854+00
221,1,name143,1,5,4,,0.485714,1,8,0.514286,2025-01-17 12:42:11.554408+00
222,2,name16,1,3,4,"Overpass Graffiti had a space inbetween but the question showed it as if it were OverpassGraffiti, took a while to find and fix.",0.4114286,1,19,0.5885714,2025-01-17 13:00:37.769733+00
223,2,name141,1,4,4,,0.382857,1,22,0.617143,2025-01-17 13:26:33.226875+00
224,2,name26,1,1,1,The last question in particular I didn't really understand the SQL feedback.,0.49714279999999994,0.8628572,18,0.36571440000000005,2025-01-17 13:28:22.885413+00
225,2,name65,1,5,5,,0.3714286,1,17,0.6285714,2025-01-17 13:48:20.801923+00
226,1,name144,1,4,3,,0.314286,1,3,0.6857139999999999,2025-01-17 13:52:14.318122+00
227,1,name145,1,2,2,,1,1,4,0,2025-01-17 13:56:02.675558+00
228,2,name146,1,5,5,,0.6228572,1,8,0.3771428,2025-01-17 14:09:15.064677+00
229,2,name144,1,1,1,,0.5142856,1,14,0.4857144,2025-01-17 14:20:27.142715+00
230,2,name147,1,3,3,,0.6114286,1,9,0.3885714,2025-01-17 14:41:04.904693+00
231,2,name145,1,1,1,,0.8628572,1,8,0.1371428,2025-01-17 14:44:45.983293+00
232,2,name37,1,3,1,"Sometimes the feedback is hard to understand or is nonsense. The last question i had to retype. at first it gave me 0.31 and then i typed it in again, identically. then it was a 100%.",0.4742858,1,12,0.5257142,2025-01-17 14:46:17.407027+00
233,2,name148,1,5,5,,0.1828572,1,16,0.8171428000000001,2025-01-17 15:04:10.803913+00
234,2,name81,1,4,4,,0.8114285999999999,0.8114285999999999,9,0,2025-01-17 15:08:07.535333+00
235,2,name143,1,5,4,,0.6628572,1,9,0.33714279999999996,2025-01-17 16:18:30.685024+00
236,2,name149,1,4,4,,0.8,1,7,0.19999999999999996,2025-01-17 16:56:15.804697+00
237,2,name70,1,5,5,,0.8857142,1,6,0.11428579999999999,2025-01-17 17:01:52.870379+00
