id,query,syntax,semantic,results,correctness level,normalized value
145,PROJECT track_title FROM Track JOIN album_id=album_id2 RENAME album_id FROM Track WHERE track_title='Overpass Graffiti' TO album_id2,0,0,0,1,0
216,Project track_title,0,0,0,1,0
196,SELECT * FROM Track JOIN Track AS Track2 ON Track.album_id = Track2.album_id WHERE Track.track_title = 'Overpass Graffiti';,1,0,0,2,0.142857
252,SELECT * FROM Track WHERE album_id = (album_id FROM Track WHERE title = 'Overpass Graffiti'),0,0,0,1,0
118,"SELECT AlbumOverpass.track_title2 FROM Track, Track AS AlbumOverpass(track_id2, album_id2, track_title2, duration2, popularity2, explicit2) WHERE Track.track_title = 'Overpass Graffiti' AND AlbumOverpass.album_id2 = Track.album_id;",1,1,1,8,1
293,"SELECT B.track_title FROM Track A, Track B WHERE A.track_title = 'Overpass Graffiti' AND B.album_id = A.album_id;",1,1,1,8,1
70,"SELECT DISTINCT Album.Track FROM Track, Album AS Album2 (Album, Track) WHERE Album.Track = Album2.Track AND track_title = 'Overpass Graffiti' ",1,0,0,2,0.142857
12,"SELECT DISTINCT Album2.track_title FROM Track, Track as album2, Album WHERE Track.album_id = Album.album_id AND Track.track_title = 'Overpass Graffiti' AND Album.album_id = Album2.album_id;",1,1,1,8,1
326,SELECT DISTINCT Track.track_title FROM Track WHERE Track.track_title='Overpass Graffiti' AND album_id=album_id2,1,0,0,2,0.142857
160,SELECT DISTINCT Track.track_title FROM Track WHERE album_id = album_id2 AND album_id 2 AS album_id AND Track.track_title = Overpass Graffiti,0,0,0,1,0
9,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",1,0,0,2,0.142857
164,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",1,1,1,8,1
144,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",1,1,1,8,1
123,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",1,1,1,8,1
333,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",1,1,1,8,1
39,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",1,1,1,8,1
272,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2( track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti' ; ",1,1,1,8,1
112,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(album_id2, track_title) WHERE Track.track_title <> 'Overpass Graffiti' AND album_id = album_id2;",1,0,0,2,0.142857
330,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti'; ",1,1,1,8,1
64,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti'; ",1,1,1,8,1
238,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title='Overpass Graffiti'; ",1,1,1,8,1
331,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2,track_title,duration,popularity) WHERE Track.album_id = Track2.album_id2 AND track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
302,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id2, album_id2, track_title2, duration2, popularity2, explicit2) WHERE Track2.track_title2 = 'Overpass Graffiti' AND Track.album_id = Track2.album_id2;",1,1,1,8,1
259,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_title, album_id2) WHERE album_id = (SELECT album_id FROM Track WHERE Track.track_title = 'Overpass Graffiti');",1,1,1,8,1
27,"SELECT DISTINCT Track.track_title, Track.album_id FROM Track, Track AS Track2(album_id, album_id2) WHERE Track.album_id = Track2.album_id2 AND Track.track_title='Overpass Graffiti'; ",1,0,0,2,0.142857
336,"SELECT DISTINCT Track.track_title, Track2.album_id2 FROM Track, Track AS Track2(album_id2) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title='Overpass Graffiti';",1,0,0,2,0.142857
77,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id, album_id, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",1,1,1,8,1
327,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id, album_id, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id AND Track.track_title='Overpass Graffiti' AND Track2.album_id=Track.album_id; ",1,1,1,8,1
52,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id2, album_id2, track_title, duration, popularity, explicit), Album, Album AS Album2(album_id2, album_title, total_tracks, year, type) WHERE Track.track_title='Overpass Graffiti' AND Track.album_id=Album2.album_id2 AND Track2.album_id2=Album2.album_id2;",1,1,1,8,1
101,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_title2, album_id) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",1,1,1,8,1
337,"SELECT DISTINCT Track2.track_title, FROM Track, Track AS Track2(track_title2, album_id) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti'; ",0,0,0,1,0
109,"SELECT DISTINCT Track2.track_title2 FROM Track, Album, Track AS Track2(track_id, album_id, track_title2, duration, popularity, explicit), Album AS Album2(album_id2, album_title, total_tracks, year, type) WHERE Track.album_id = Track2.album_id AND Album.album_id = Album2.album_id2 AND Track.track_title = 'Overpass Graffiti'; ",1,1,1,8,1
60,"SELECT DISTINCT title FROM Track, Track AS Track2(track_id, album_id, title2, duration, popularity, explicit) WHERE Track2.title2 = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",1,0,0,2,0.142857
141,"SELECT DISTINCT track_title AND album_id AS album_id2 FROM Track WHERE track_title='Overpass Graffiti', Artist WHERE name='Queen';",0,0,0,1,0
69,SELECT DISTINCT track_title FROM Track AND Album where album_id = album_id2 AND SELECT album_id FROM album WHERE track_title = 'Overpass Graffiti';,0,0,0,1,0
36,SELECT DISTINCT track_title FROM Track WHERE album_id=album_id2 AND Track.track_title='Overpass Graffiti',1,0,0,2,0.142857
312,"SELECT DISTINCT track_title FROM Track, (SELECT DISTINCT album_id FROM Track WHERE track_title='Overpass Graffiti') AS album_id2 WHERE track.album_id=album_id2.album_id;",1,1,1,8,1
232,"SELECT DISTINCT track_title FROM Track, (SELECT DISTINCT album_id FROM Track WHERE track_title='Overpass Graffiti') AS album_id2 WHERE track.album_id=album_id2.album_id; ",1,1,1,8,1
351,"SELECT DISTINCT track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id=Track2.album_id2 AND track_title='Overpass Graffiti';",1,0,0,2,0.142857
99,"SELECT DISTINCT track_title FROM Track, Track as Track2(track_id2, album_id2, track_title2, duration, popularity, explicit) WHERE Track2.track_title2='Overpass Graffiti' AND album_id = album_id2;",1,1,1,8,1
283,"SELECT DISTINCT track_title, album_id, album_id2 FROM Track WHERE album_id=album_id2 AND track_title='Overpass Graffiti';",1,0,0,2,0.142857
68,"SELECT T.track_title FROM Track T, Track T2 WHERE T.track_title = 'Overpass Graffiti' AND T.album_id = T2.album_id",1,0,0,2,0.142857
176,"SELECT T.track_title, A.album_id FROM Track T, Album AS Album2, Album A WHERE A.album_id = Album2.album_id AND T.track_title = 'Overpass Graffiti'; ",1,0,0,2,0.142857
261,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti' ;",1,1,1,8,1
129,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti';",1,1,1,8,1
18,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T2.track_title = 'Overpass Graffiti' AND T1.album_id = T2.album_id ;",1,1,1,8,1
4,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T2.track_title = 'Overpass Graffiti' AND T1.album_id = T2.album_id;",1,1,1,8,1
321,"SELECT T1.track_title FROM Track as T1, Track as T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti';",1,1,1,8,1
110,"SELECT T2.track_title FROM Track T1, Track T2, Album A1, Album A2 WHERE A1.album_id = A2.album_id AND A1.album_id = T1.album_id AND A2.album_id = T2.album_id AND T1.track_title = 'Overpass Graffiti';",1,1,1,8,1
225,"SELECT Track.track_title > FROM Track, (SELECT Track.album_id AS album_id2 > FROM Track > WHERE Track.track_title='Overpass Graffiti') > WHERE Track.album_id=album_id2;",0,0,0,1,0
195,"SELECT Track.track_title FROM Album, Track",1,0,0,2,0.142857
257,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id = Track2.album_id WHERE Track2.track_title = 'Overpass Graffiti';,1,1,1,8,1
320,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id == Track2.album_id WHERE Track2.track_title = 'Overpass Graffiti';,1,0,0,2,0.142857
262,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';,1,1,1,8,1
288,"SELECT Track.track_title FROM Track NATURAL JOIN Album, Album AS Album2(album_id2) WHERE Track.track_title = 'Overpass Graffiti' AND Album.album_id = Album2.album_id2;",1,0,0,2,0.142857
55,"SELECT Track.track_title FROM Track, (SELECT Track.album_id AS album_id2 FROM Track WHERE Track.track_title = 'Overpass Graffiti') WHERE Track.album_id = album_id2; ",0,0,0,1,0
220,"SELECT Track.track_title FROM Track, (SELECT album_id AS album_id2 FROM Track WHERE track_title = 'Overpass Graffiti') WHERE album_id=album_id2;",0,0,0,1,0
301,"SELECT Track.track_title FROM Track, (SELECT album_id AS album_id2 FROM Track WHERE track_title = 'Overpass Graffiti') WHERE album_id=album_id2;",0,0,0,1,0
289,"SELECT Track.track_title FROM Track, (SELECT album_id FROM Track WHERE track_title = 'Overpass Graffiti') AS Track2(album_id2) WHERE album_id = album_id2;",1,1,1,8,1
200,"SELECT Track.track_title FROM Track, (SELECT album_id FROM Track WHERE track_title = 'Overpass Graffiti') AS album_id2 WHERE Track.album_id = album_id2.album_id;",1,1,1,8,1
168,"SELECT Track.track_title FROM Track, (SELECT album_id2 FROM Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title = 'Overpass Graffiti') WHERE album_id = album_id2;",0,0,0,1,0
167,"SELECT Track.track_title FROM Track, (SELECT track_title, album_id as album_id2 FROM Track) as Track2 WHERE Track.album_id = Track2.album_id2 and Track2.track_title='Overpass Graffiti';",1,1,1,8,1
250,"SELECT Track.track_title FROM Track, Album, Album AS Album2(album_id2, album_title, total_tracks, year, type) WHERE Track.track_title = 'Overpass Graffiti' AND Track.album_id = Album.album_id AND Album.album_id = album_id2 AND Track.album_id = album_id2;",1,0,0,2,0.142857
28,"SELECT Track.track_title FROM Track, Track AS Copy WHERE Track.album_id = Copy.album_id AND Copy.track_title = 'Overpass Graffiti';",1,1,1,8,1
231,"SELECT Track.track_title FROM Track, Track AS Nina(track_id,album_id2,titile,duration,popularity,explicit) WHERE Nina.titile='Overpass Graffiti' AND Track.album_id=Nina.album_id2;",1,1,1,8,1
247,"SELECT Track.track_title FROM Track, Track AS Tr2 WHERE Track.album_id = Tr2.album_id AND Tr2.track_title = 'Overpass Graffiti' ; ",1,1,1,8,1
178,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_Id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
242,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
236,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
10,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
158,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
2,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
5,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
67,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti'; ",1,1,1,8,1
83,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
43,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
44,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
346,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
318,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
275,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
58,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
7,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti'; ",1,1,1,8,1
265,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id; ",1,1,1,8,1
78,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title=Overpass Graffiti"" AND Track2.album_id=Track.album_id;""",1,0,0,2,0.142857
299,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",1,1,1,8,1
93,"SELECT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track2.album_id = Track.album_id;",1,1,1,8,1
166,"SELECT Track.track_title FROM Track, Track AS Track2(album_id, track_id2), Album WHERE Track.album_id = Track2.album_id AND Track.track_id = Track2.track_id2 AND Track.track_title = 'Overpass Graffiti';",1,0,0,2,0.142857
296,"SELECT Track.track_title FROM Track, Track AS Track2(album_id, track_title) WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",1,0,0,2,0.142857
194,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, title, dur, pop, exp) WHERE Track.album_id = Track2.album_id2 AND Track2.title = 'Overpass Graffiti';",1,1,1,8,1
151,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, title, dur, pop, exp) WHERE Track.album_id = Track2.album_id2 AND Track2.title = 'Overpass Graffiti'; ",1,1,1,8,1
205,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
131,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
88,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
253,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id2;",1,1,1,8,1
206,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id2;",1,1,1,8,1
286,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title = 'Overpass Graffiti' AND album_id=album_id2;",1,1,1,8,1
33,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE album_id = album_id2 AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
73,"SELECT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE album_id=album_id2 AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
30,"SELECT Track.track_title FROM Track, Track AS Track2(track_id,album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
230,"SELECT Track.track_title FROM Track, Track AS Track2(track_id2, album_id2, track_title2, duration2, popularity2, explicit2) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title2='Overpass Graffiti';",1,1,1,8,1
297,"SELECT Track.track_title FROM Track, Track AS TrackAlias WHERE Track.album_id == TrackAlias.album_id AND TrackAlias.track_title == 'Overpass Graffiti';",1,0,0,2,0.142857
165,"SELECT Track.track_title FROM Track, Track AS Tracker WHERE Tracker.track_title = 'Overpass Graffiti' AND Tracker.album_id=Track.album_id; ",1,1,1,8,1
187,"SELECT Track.track_title FROM Track, Track AS album_id2 (album_id) WHERE Track.album_id = Track.album_id2 AND Track.track_title = 'Overpass Graffiti';",1,0,0,2,0.142857
31,"SELECT Track.track_title FROM Track, Track as Track 2 WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",0,0,0,1,0
76,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
226,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
104,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
127,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
240,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
34,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,1,1,8,1
209,"SELECT Track.track_title FROM Track, Track as Track2 WHERE Track.album_id = Track2.track_title = Overpass Graffiti"" AND Track2.album_id;""",0,0,0,1,0
234,"SELECT Track.track_title FROM Track, Track as Track2(track_id, album_id, title, duration, popularity, explicit) WHERE Track2.title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",1,1,1,8,1
100,"SELECT Track.track_title FROM Track, Track as Track2(track_id, album_id2, track_title, duratoin, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title='Overpass Graffiti'; ",1,1,1,8,1
119,"SELECT Track.track_title FROM Track, Track as Track2(track_id,album_id2) WHERE album_id=album_id2 AND Track2.track_title='Overpass Graffiti';",1,1,1,8,1
147,"SELECT Track.track_title FROM Track, Track as Track_2 WHERE (Track_2.track_title='Overpass Graffiti' AND Track.album_id= Track_2.album_id)",1,1,1,8,1
51,"SELECT Track.track_title FROM Track, Track as Track_2 WHERE (Track_2.track_title='Overpass Graffiti' AND Track.album_id= Track_2.album_id);",1,1,1,8,1
22,"SELECT Track.track_title FROM Track, Track as Track_2 WHERE Track.album_id = Track_2.album_id AND Track_2.track_title = 'Overpass Graffiti';",1,1,1,8,1
138,"SELECT Track.track_title FROM Track, Track as Track_Copy WHERE Track.album_id= Track_Copy.album_id AND Track_Copy.track_title= 'Overpass Graffiti';",1,1,1,8,1
156,"SELECT Track.track_title FROM Track, Track as Track_other WHERE Track.album_id = Track_other.album_id AND Track_other.track_title = 'Overpass Graffiti';",1,1,1,8,1
340,"SELECT Track.track_title FROM Track, Track as t2 WHERE Track.album_id = t2.album_id AND t2.track_title = 'Overpass Graffiti';",1,1,1,8,1
49,"SELECT Track.track_title FROM Track, Track2 WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti'",1,0,0,2,0.142857
273,"SELECT Track.track_title from Track, Track as Track2 WHERE Track.album_id == Track2.album_id ANDTrack2.track_title='Overpass Graffiti';",0,0,0,1,0
329,"SELECT Track.track_title, FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title= 'Overpass Graffiti';",0,0,0,1,0
186,"SELECT Track.track_title, Track.album_id AS album_id2 FROM Track WHERE Track.album_id=album_id2 AND Track.track_title='Overpass Graffiti';",1,0,0,2,0.142857
45,"SELECT Track.track_title, Track.album_id AS album_id2 FROM Track as Track2, Track WHERE Track.album_id=album_id2 AND Track.track_title='Overpass Graffiti';",1,0,0,2,0.142857
218,"SELECT Track.track_title, Track.album_id FROM Track WHERE Track.album_id= -- I give up",0,0,0,1,0
207,"SELECT Track.track_title, Track.album_id FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track2.track_title = 'Overpass Graffiti';",1,0,0,2,0.142857
202,"SELECT Track.track_title, Track.album_id FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.album_id2 = Track.album_id AND Track2.track_title='Overpass Graffiti';",1,0,0,2,0.142857
169,"SELECT Track.track_title, Track.album_id FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.album_id2 = Track.album_id AND Track2.track_title='Overpass Graffiti';",1,0,0,2,0.142857
332,"SELECT Track.track_title, Track.album_id FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title='Overpass Graffiti' AND Track2.album_id2 = Track.album_id;",1,0,0,2,0.142857
182,"SELECT Track.track_title, Track.album_id FROM Track, Track AS album_id2 WHERE album_id2.track_title = 'Overpass Graffiti' AND Track.album_id = album_id2.album_id;",1,0,0,2,0.142857
11,"SELECT Track.track_title, Track.album_id FROM Track, Track AS album_id2 WHERE album_id2.track_title = 'Overpass Graffiti' AND Track.album_id = album_id2.album_id;",1,0,0,2,0.142857
184,"SELECT Track.track_title, Track.album_id FROM Track, Track AS album_id2 WHERE album_id2.track_title = 'Overpass Graffiti' AND Track.album_id = album_id2.album_id;",1,0,0,2,0.142857
87,"SELECT Track.track_title, Track.album_id FROM Track, Track AS album_id2 WHERE album_id2.track_title = 'Overpass Graffiti' AND Track.album_id = album_id2.album_id;",1,0,0,2,0.142857
271,"SELECT Track.track_title, Track2.album_id AS album_id2 FROM Track, Track AS Track2 WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = album_id2;",1,0,0,2,0.142857
