id,query,syntax,semantic,results,correctness level,normalized value,,,
88,SELECT * FROM Track JOIN Performs ON Track.track_id = Performs.track_id JOIN Artist ON Performs.artist_id = Artist.artist_id WHERE duration > 300 AND name = 'Queen';,1,1,1,8,1,,,
241,SELECT * FROM Track JOIN Performs ON Track.track_id=Performs.track_id JOIN Artist ON Artist.artist_id=Performs.artist_id WHERE Artist.name='Queen' AND Track.duration>300;,1,1,1,8,1,,,
47,SELECT * FROM Track JOIN Performs ON Track.track_id=Performs.track_id JOIN Artist ON Performs.artist_id=Artist.artist_id WHERE Track.duration>300 AND Artist.name='Queen';,1,1,1,8,1,,,
314,SELECT * FROM Track JOIN Performs ON Track.track_id=Performs.track_id JOIN Artist On Performs.artist_id=Artist.artist_id Where duration>300 AND name='Queen';,1,1,1,8,1,,,
328,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Aritst where Artist.name ='Queen';,1,0,0,2,0.142857,,,
209,"SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Artist.name - ""Queen"" AND Track.duration > 300;",1,0,0,2,0.142857,,,
158,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Artist.name = 'Queen' AND Track.duration > 300;,1,0,0,2,0.142857,,,
58,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Artist.name='Queen' AND Track.duration>300;,1,0,0,2,0.142857,,,
76,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
28,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
164,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
104,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
123,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
127,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
144,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
156,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
2,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
240,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
320,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
34,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
39,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
138,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name ='Queen' ;,1,0,0,2,0.142857,,,
26,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration >300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
220,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
301,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
275,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name='Queen';,1,0,0,2,0.142857,,,
213,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name='Queen';,1,0,0,2,0.142857,,,
270,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND Artist.name = 'Queen';,1,0,0,2,0.142857,,,
340,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name = 'Queen';,1,0,0,2,0.142857,,,
132,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name = 'Queen';,1,0,0,2,0.142857,,,
151,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name LIKE 'Queen';,1,0,0,2,0.142857,,,
263,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration>300 AND name='Queen',1,0,0,2,0.142857,,,
194,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300 ;,1,0,0,2,0.142857,,,
178,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300;,1,0,0,2,0.142857,,,
285,SELECT * FROM Track T NATURAL JOIN Performs P NATURAL JOIN Artist A WHERE T.duration>300 AND A.name='Queen';,1,0,0,2,0.142857,,,
66,"SELECT * FROM Track T, Artist A, Performs P WHERE A.name = 'Queen' AND T.duration > 300 AND A.artist_id = P.artist_id AND P.track_id = T.track_id;",1,1,1,8,1,,,
180,"SELECT * FROM Track T, Artist A, Performs P WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",1,1,1,8,1,,,
68,"SELECT * FROM Track T, Performs P, Artist A WHERE A.artist_id = P.artist_id AND T.track_id = P.track_id AND A.name = 'Queen' and T.duration > 300;",1,1,1,8,1,,,
10,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND A.name = 'Queen' AND T.track_id = P.track_id AND P.artist_id = A.artist_id;",1,1,1,8,1,,,
261,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND T.track_id = P.track_id AND P.artist_id = A.artist_id AND A.name = 'Queen' ;",1,1,1,8,1,,,
50,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND T.track_id= P.track_id AND P.artist_id = A.artist_id AND A.name = 'Queen'; ",1,1,1,8,1,,,
140,"SELECT * FROM Track T, Performs P, Artist A WHERE Track AND T.duration > 300",1,0,0,2,0.142857,,,
252,SELECT * FROM Track UNION Performs UNION Artist WHERE duration>300 AND name='Queen',0,0,0,1,0,,,
80,SELECT * FROM Track WHERE duration>300,1,0,0,2,0.142857,,,
212,"SELECT * FROM Track WHERE track_id = (SELECT track_id FROM Performs WHERE artist_id = (SELECT artist_id FROM Artist WHERE name = ""Queen"")) AND duration > 300 ;",1,0,0,2,0.142857,,,
292,SELECT * FROM Track Where duration > 300 JOIN SELECT * FROM Performs JOIN SELECT * FROM Artist WHERE name = 'Queen',0,0,0,1,0,,,
255,"SELECT * FROM Track t, Performs p, Artist a WHERE a.name = 'Queen' AND t.duration > 300 AND p.artist_id = a.artist_id AND p.track_id = t.track_id;",1,1,1,8,1,,,
16,"SELECT * FROM Track t, Performs p, Artist a WHERE a.name = 'Queen' AND t.duration >300 AND a.artist_id =p.artist_id AND t.track_id=p.track_id;",1,1,1,8,1,,,
256,"SELECT * FROM Track t, Performs p, Artist a WHERE p.artist_id = a.artist_id AND p.track_id = t.track_id AND t.duration > 300 AND a.name = 'Queen';",1,1,1,8,1,,,
21,"SELECT * FROM Track t, Performs p, Artist a WHERE t.duration > 300 AND a.name = 'Quenn';",1,0,0,2,0.142857,,,
233,"SELECT * FROM Track, Artist NATURAL JOIN Produces WHERE track.duration > 300 AND artist.name = 'Queen' ",1,0,0,2,0.142857,,,
42,"SELECT * FROM Track, Artist WHERE Artist.name = 'Queen' AND Track.duration > 300;",1,0,0,2,0.142857,,,
128,"SELECT * FROM Track, Artist WHERE duration>300 AND Artist.name='Queen';",1,0,0,2,0.142857,,,
91,"SELECT * FROM Track, Artist WHERE duration>300 AND name='Queen';",1,0,0,2,0.142857,,,
208,"SELECT * FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",1,1,1,8,1,,,
337,"SELECT * FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Artist.artist_id = Performs.artist_id; ",1,1,1,8,1,,,
168,"SELECT * FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND duration > 300 AND name = 'Queen';",1,1,1,8,1,,,
183,"SELECT * FROM Track, Artist, Produces WHERE duration > 300 AND Produces.artist_id = Artist.artist_id AND name = 'Queen' AND Produces.track_id=Track.track_id;",1,1,1,8,1,,,
51,"SELECT * FROM Track, Performs, Artist WHERE (Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id);",1,1,1,8,1,,,
147,"SELECT * FROM Track, Performs, Artist WHERE (Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id);",1,1,1,8,1,,,
90,"SELECT * FROM Track, Performs, Artist WHERE (duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id);",1,1,1,8,1,,,
55,"SELECT * FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Track.duration > 300;",1,1,1,8,1,,,
98,"SELECT * FROM Track, Performs, Artist WHERE Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id AND duration > 300 AND name='Queen';",1,1,1,8,1,,,
295,"SELECT * FROM Track, Performs, Artist WHERE Artist.name = 'Queen' AND Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
62,"SELECT * FROM Track, Performs, Artist WHERE Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300 AND Artist.name = 'Queen';",1,1,1,8,1,,,
265,"SELECT * FROM Track, Performs, Artist WHERE Performs.artist_id = Artist.artist_id AND Track.track_id = Performs.track_id AND duration > 300 AND name = 'Queen';",1,1,1,8,1,,,
134,"SELECT * FROM Track, Performs, Artist WHERE Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen' AND Track.duration > 300",1,1,1,8,1,,,
200,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id;",1,1,1,8,1,,,
259,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",1,1,1,8,1,,,
182,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
184,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
11,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
87,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
179,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,1,1,8,1,,,
349,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",1,1,1,8,1,,,
250,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
347,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id; ",1,1,1,8,1,,,
214,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
192,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
29,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen'; ",1,0,0,2,0.142857,,,
191,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
227,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.artist_id = Performs.artist_id AND Artist.name = 'Queen';",1,0,0,2,0.142857,,,
160,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.id = Performs.id AND Performs.id = Artist.id AND Artist.name = Queen",1,0,0,2,0.142857,,,
329,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen';",1,1,1,8,1,,,
167,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 and Artist.name = 'Queen' and Track.track_id=Performs.track_id and Performs.artist_id = Artist.artist_id;",1,1,1,8,1,,,
32,"SELECT * FROM Track, Performs, Artist WHERE Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id",1,1,1,8,1,,,
300,"SELECT * FROM Track, Performs, Artist WHERE Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id",1,1,1,8,1,,,
36,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen'",1,0,0,2,0.142857,,,
43,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
44,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
351,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",1,1,1,8,1,,,
172,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",1,1,1,8,1,,,
305,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Artist.artist_id=Performs.artist_id; ",1,1,1,8,1,,,
189,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id",1,1,1,8,1,,,
193,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
181,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
111,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",1,1,1,8,1,,,
45,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen';",1,0,0,2,0.142857,,,
95,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",1,1,1,8,1,,,
242,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen' AND Track.duration > 300;",1,1,1,8,1,,,
63,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen' AND Track.duration > 300; ",1,1,1,8,1,,,
293,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",1,1,1,8,1,,,
93,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Track.duration>300 AND Artist.name='Queen';",1,1,1,8,1,,,
99,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = performs.artist_id AND duration>300 AND name='Queen';",1,1,1,8,1,,,
197,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen'",1,0,0,2,0.142857,,,
171,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",1,1,1,8,1,,,
4,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",1,1,1,8,1,,,
290,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",1,1,1,8,1,,,
105,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300;",1,1,1,8,1,,,
187,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300;",1,1,1,8,1,,,
268,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300; ",1,1,1,8,1,,,
230,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id AND Track.duration>300 AND Artist.name='Queen';",1,1,1,8,1,,,
7,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND duration>300;",1,1,1,8,1,,,
100,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id = Artist.artist_id AND (duration > 300) AND (name='Queen'); -- again, NATURAL JOIN can be used but not sure if that is allowed.",1,1,1,8,1,,,
262,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",1,1,1,8,1,,,
