Org Defined ID,Answer_original,Score_original,Score_final,score_difference,filename,text,tree,,z,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__1_3.csv,1,3,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__1_4.csv,1,4,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__1_5.csv,1,5,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_0.csv,2,0,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_1.csv,2,1,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_2.csv,2,2,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_3.csv,2,3,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_4.csv,2,4,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__2_5.csv,2,5,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_0.csv,3,0,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_1.csv,3,1,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_2.csv,3,2,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_3.csv,3,3,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_4.csv,3,4,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__3_5.csv,3,5,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_0.csv,4,0,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_1.csv,4,1,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_2.csv,4,2,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_3.csv,4,3,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_4.csv,4,4,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__4_5.csv,4,5,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__5_0.csv,5,0,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__5_1.csv,5,1,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__5_2.csv,5,2,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.25,-0.35,score_differences_294294__5_3.csv,5,3,,,
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.75,0.15,score_differences_294294__5_4.csv,5,4,ok,,ok
5,SELECT DISTINCT artist_id FROM Performs WHERE role = ´guitaist´;,0.6,0.75,0.15,score_differences_294294__5_5.csv,5,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_0.csv,0,0,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_1.csv,0,1,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_2.csv,0,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_3.csv,0,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_4.csv,0,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__0_5.csv,0,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_0.csv,1,0,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_1.csv,1,1,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_2.csv,1,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_3.csv,1,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_4.csv,1,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__1_5.csv,1,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_0.csv,2,0,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_1.csv,2,1,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_2.csv,2,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_3.csv,2,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_4.csv,2,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__2_5.csv,2,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_0.csv,3,0,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_1.csv,3,1,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_2.csv,3,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_3.csv,3,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_4.csv,3,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__3_5.csv,3,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__4_0.csv,4,0,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__4_1.csv,4,1,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__4_2.csv,4,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__4_3.csv,4,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__4_4.csv,4,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__4_5.csv,4,5,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.25,0.25,score_differences_292292__5_0.csv,5,0,,Irrelevant,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__5_1.csv,5,1,,Irrelevant,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__5_2.csv,5,2,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__5_3.csv,5,3,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__5_4.csv,5,4,,,
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0,0.75,0.75,score_differences_292292__5_5.csv,5,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_0.csv,0,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_1.csv,0,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_2.csv,0,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_3.csv,0,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_4.csv,0,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__0_5.csv,0,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_0.csv,1,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_1.csv,1,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_2.csv,1,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_3.csv,1,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_4.csv,1,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__1_5.csv,1,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_0.csv,2,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_1.csv,2,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_2.csv,2,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_3.csv,2,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_4.csv,2,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__2_5.csv,2,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_0.csv,3,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_1.csv,3,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_2.csv,3,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_3.csv,3,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_4.csv,3,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__3_5.csv,3,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_0.csv,4,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_1.csv,4,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_2.csv,4,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_3.csv,4,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_4.csv,4,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__4_5.csv,4,5,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__5_0.csv,5,0,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__5_1.csv,5,1,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__5_2.csv,5,2,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.25,0.25,score_differences_295295__5_3.csv,5,3,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.75,0.75,score_differences_295295__5_4.csv,5,4,,,
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0,0.75,0.75,score_differences_295295__5_5.csv,5,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_0.csv,0,0,not,,not
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_1.csv,0,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_2.csv,0,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_3.csv,0,3,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_4.csv,0,4,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__0_5.csv,0,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_0.csv,1,0,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_1.csv,1,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_2.csv,1,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_3.csv,1,3,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_4.csv,1,4,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__1_5.csv,1,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_0.csv,2,0,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_1.csv,2,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_2.csv,2,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_3.csv,2,3,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_4.csv,2,4,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__2_5.csv,2,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_0.csv,3,0,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_1.csv,3,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_2.csv,3,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_3.csv,3,3,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_4.csv,3,4,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__3_5.csv,3,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__4_0.csv,4,0,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__4_1.csv,4,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__4_2.csv,4,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__4_3.csv,4,3,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.75,-0.05,score_differences_294294__4_4.csv,4,4,ok,,ok
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.75,-0.05,score_differences_294294__4_5.csv,4,5,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__5_0.csv,5,0,,Irrelevant,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__5_1.csv,5,1,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__5_2.csv,5,2,,,
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.25,-0.55,score_differences_294294__5_3.csv,5,3,,,
