Org Defined ID,Answer_original,Score_original,Score_final,score_difference,filename
5,SELECT song FROM Track WHERE album_id = 'Nevermind';,0.0,0.25,0.25,292/quiz_graded_5_5.csv
6,"SELECT title, COUNT(duration) AS total_duration FROM Album GROUP BY title ;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
6,"SELECT album_id, country FROM Release WHERE country ='Belgium' ;",0.0,0.5,0.5,293/quiz_graded_5_5.csv
6,"SELECT DISTINCT name, COUNT(track_id) AS Number_of_tracks FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY name HAVING COUNT(track_id) => 3 ORDER BY Number_of_tracks DESC ;",0.5,0.0,-0.5,289/quiz_graded_5_5.csv
6,"SELECT song, album_id FROM Track, Album WHERE title = 'Nevermind' AND  Album.album_id= Track.album_id ;",0.0,0.25,0.25,292/quiz_graded_5_5.csv
6,"WITH RECURSIVE managed AS ( (SELECT Employ.manager_nr AS manager, Employ.employee_nr AS descendant, 1 AS depth  FROM Employee AS Employ  WHERE Employee.employee_nr = 'U000001') UNION  (SELECT Old.manager, Employ.employee_nr, Old.depth +1 FROM managed AS Old JOIN Employee as Employ ON Old.descendant= Employ.manager_nr)  ) SELECT DISTINCT * FROM managed;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
6,"SELECT DISTINCT artist_id, role, track_id FROM Performs, Track  WHERE role = 'guitarist'  AND Performs.track_id= Track.track_id ;",0.0,0.25,0.25,294/quiz_graded_5_5.csv
6,"SELECT songs, role FROM Track, Performs WHERE Performs.track_id= Track.track_id AND role != vocal AND Performs.artist_id IS NOT NULL ;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
7,"SELECT A.name, COUNT(T.track_id) AS count FROM Track T, Artist A, Preforms P WHERE A.artist_id = P.artist_id AND P.track_id = T.track_id AND count > 2 GROUP BY A.name ORDER BY count DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
7,SELECT T.song FROM Track T WHERE NOT EXISTS ( SELECT P.track_id FROM Preforms P WHERE P.role = 'vocals');,0.0,0.25,0.25,291/quiz_graded_5_5.csv
7,SELECT P.artist_id FROM Preforms P WHERE P.role = 'guitarist';,0.0,0.25,0.25,294/quiz_graded_5_5.csv
8,"WITH DistinctTracks ( artist_id, track_id ) AS ( SELECT DISTINCT Artist.artist_id, track_id FROM Artist NATURAL JOIN Performs ) SELECT name, count(track_id) FROM Artist NATURAL JOIN DistinctTracks GROUP BY artist_id HAVING count(track_id) >= 3 ORDER BY count(track_id) DESC;",1.0,0.25,-0.75,289/quiz_graded_5_5.csv
9,"SELECT name, COUNT(*) AS Nr FROM Artist WHERE artist_id IN (SELECT DISTINCT track_id, artist_id FROM Track, Performs WHERE Track.track_id=Performs.track_id) GROUP BY name HAVING COUNT(*) >= 3 ORDER BY Nr DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
10,SELECT T.song FROM Track T WHERE NOT EXISTS  (SELECT P.role FROM Performs P WHERE T.artist_id = P.artist_id AND role = 'vocals');,0.0,0.25,0.25,291/quiz_graded_5_5.csv
10,"SELECT A.name, COUNT(DISTINCT T.track_id) FROM Artist A, Track T, Performs P WHERE A.artist_id  = P.artist_id AND P.track_id = T.track_id HAVING COUNT(DISTINCT T.track_id) >= 3 ORDER BY COUNT(DISTINCT T.track_id) DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
10,"SELECT A.title, SUM(T.duration) FROM Album A JOIN Track T ON A.album_id = T.album_id GROUP BY A.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
10,"WITH RECURSIVE Manager(Employee_nr) AS ( SELECT Employee_nr FROM Employee WHERE employee_nr = 'U000001' UNION SELECT E.Manager_nr AS manager FROM Employee E, Manager M WHERE M.manager = E.manager AND NOT E.manager IS NULL )  SELECT * FROM Manager;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
11,"SELECT DISTINCT Album.title, SUM(Track.duration) FROM Album, Track WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
11,"WITH RECURSIVE ManagedBy (employee_nr) AS (    SELECT E.employee_nr AS employee_nr    FROM Employee E    WHERE E.employee_nr = 'U000001'   UNION    SELECT E.manager_nr AS employee_nr    FROM ManagedBy M, Employee E    WHERE M.employee_nr = E.employee_nr    AND NOT E.manager_nr IS NULL )  SELECT * FROM ManagedBy;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
11,"SELECT DISTINCT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS ( SELECT * FROM Artist WHERE (Artist.artist_id = Performs.artist_id AND Performs.role = 'vocals') OR (Artist.artist_id = Performs.artist_id AND Performs.artist_id IS NULL));",0.0,0.5,0.5,291/quiz_graded_5_5.csv
12,"SELECT Album.album_id FROM Album A, Release R WHERE A.album_id = R.album_id AND R.country = ´Belgium´;",0.0,0.25,0.25,293/quiz_graded_5_5.csv
12,"SELECT DISTINCT A.name, COUNT(*) as ntracks FROM Artist A, Track T, Performs P WHERE A.artist_id = P.artist_id AND T.track_id = P.track_id GROUP BY A.name HAVING COUNT(*) >=3 ORDER BY ntracks DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
12,SELECT name FROM Artist WHERE NOT death_rate IS NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
12,"SELECT Track.song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = 'Nevermind';",0.0,0.75,0.75,292/quiz_graded_5_5.csv
13,"SELECT a.title, SUM(t.duration) AS total_duration FROM Album a, Track t WHERE a.album_id = t.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
13,SELECT name FROM Artist WHERE death_date = NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
13,WITH RECURSIVE Managed AS( SELECT employee_nr FROM Employee WHERE manager_nr = 'U000001' UNION Select managed.employee_nr FROM Employee managed JOIN Employee manager on manager.employee_nr = managed.employee_nr JOIN Managed m ON manager.manager_nr = m.employee_nr ) SELECT * FROM Managed;,0.0,0.25,0.25,309/quiz_graded_5_5.csv
13,SELECT album_id FROM Release WHERE country = ´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
13,"SELECT DISTINCT a.artist_id FROM Artist a, Performs p WHERE a.artist_id = p.artist_id AND p.role = ´guitarist´;",0.8,0.75,-0.050000000000000044,294/quiz_graded_5_5.csv
13,"SELECT t.song FROM Track t, Performs p WHERE t.track_id = p.track_id AND NOT p.artist_id IN(   SELECT p.artist_id   FROM Performs p   WHERE p.role = 'vocals' ) HAVING COUNT(p.artist_id) > 0;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
13,"SELECT a.name, COUNT(DISTINCT p.track_id) AS nr_of_tracks FROM Artist a JOIN Performs p ON a.artist_id = p.artist_id GROUP BY a.name HAVING COUNT(DISTINCT p.track_id) >= 3 ORDER BY nr_of_tracks DESC, a.name;",1.0,0.25,-0.75,289/quiz_graded_5_5.csv
14,SELECT Performs.artist_id FROM Performs WHERE Performs.role = ´guitarist´;,0.0,0.25,0.25,294/quiz_graded_5_5.csv
14,"SELECT DISTINCT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS (SELECT Performs.track_id FROM Performs WHERE Performs.role = ´vocals´ OR Performs.role IS NULL);",0.0,0.25,0.25,291/quiz_graded_5_5.csv
14,"SELECT Track.song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.title = ´Nevermind´;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
14,SELECT Release.album_id FROM Release WHERE Release.country = ´Belgium´;,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
14,SELECT Artist.name FROM Artist WHERE Artist.death_date IS NOT NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
14,"SELECT Artist.name, COUNT(DISTINCT Performs.track_id) FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY Artist.name HAVING COUNT(DISTINCT Performs.track_id) >= 3 ORDER BY DESC;",0.0,0.125,0.125,289/quiz_graded_5_5.csv
15,"SELECT Track.song FROM Track WHERE NOT EXISTS ( SELECT Performs.role FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = ´vocals´);  -- since Performs.artist_id is a foreign key referencing to Artist.artist_id, where it is a primary key (as well), and primary keys are assumed to be NOT NULL, it seems unnecesarry to add this to the query",0.3,0.25,-0.04999999999999999,291/quiz_graded_5_5.csv
15,"SELECT DISTINCT Artist.artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.role = ´guitarist´;",0.8,0.75,-0.050000000000000044,294/quiz_graded_5_5.csv
15,"SELECT Track.song FROM Track, Album WHERE Track.album_id = Album.album_id AND Album.title = ´Nevermind´;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
15,"SELECT Album.album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND Release.country = ´Belgium´;",0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
15,"WITH RECURSIVE Managedby(manager) AS (   SELECT M.manager_nr AS manager   FROM Employee E, Employee M   WHERE E.manager_nr = M.employee_nr   UNION   SELECT M.manager AS manager   FROM Managedby E, Employee M   WHERE E.manager_nr = M.employee_nr   AND NOT M.manager_nr IS NULL )  SELECT * FROM Managedby;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
16,"Select A.name, COUNT(DISTINCT P.track_id) AS nr_of_tracks_with_performance From Artist A, Performs P Where A.artist_id = P.artist_id GROUP BY artist_id HAVING COUNT(nr_of_tracks_with_performance) >=3 ORDER BY nr_of_tracks_with_performance DESC",0.0,0.25,0.25,289/quiz_graded_5_5.csv
16,"WITH RECURSIVE managed_by_U000001 (id) AS ( (SELECT X.employee_nr as id FROM Employee X WHERE X.manager_nr = 'U000001') UNION (SELECT X.employee_nr as id FROM managed_by_U000001 Y, Employee X WHERE Y.id = X.id) ) SELECT * FROM managed_by_U000001",0.0,0.25,0.25,309/quiz_graded_5_5.csv
16,SELECT name FROM Artist WHERE NOT death_date IS NULL,0.0,0.75,0.75,295/quiz_graded_5_5.csv
16,"SELECT title, SUM(duration)  FROM album GROUP BY album_id",0.0,0.25,0.25,290/quiz_graded_5_5.csv
16,"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND NOT EXISTS(   SELECT track_id   FROM Performs   WHERE Track.track_id = Performs.track_id   AND Performs.role = 'vocals' ) AND T.track_id  IN (  SELECT track_id, COUNT(artist_id) AS known_artist_count  FROM Performs  GROUP BY track_id  HAVING known_artist_count > 0) -- Since I do not know if the schema fills in NULL or an arbitrary string like 'Artist unknown' when an artist for a role on a track is unknown I was unable to use IS NULL with certainty, if this is the intended solution it would be helpful if it were specified.",0.0,0.25,0.25,291/quiz_graded_5_5.csv
16,"SELECT DISTINCT A.Artist_id FROM Artist A, Performs P AND A.artist_id = P.artist_id AND P.role = 'guitarist'",0.0,0.875,0.875,294/quiz_graded_5_5.csv
17,"SELECT name, COUNT(track_id)  FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY name  HAVING COUNT(track_id) >= 3  ORDER BY COUNT(track_id) DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
18,"SELECT DISTINCT songs FROM Track T, Performs P, Artist A WHERE T.track_id=P.track.id AND A.artist_id=P.artist_id  AND NOT EXISTS(SELECT P.artist_id FROM Performs P WHERE T.track_id=P.track.id  AND P.role=´vocals´);",0.0,0.25,0.25,291/quiz_graded_5_5.csv
18,"SELECT DISTINCT album_id FROM Album A, Release R WHERE A.album_id=R.album_id AND R.country = ´Belgium´;",0.0,0.25,0.25,293/quiz_graded_5_5.csv
18,"WITH RECURSIVE managed(employee_nr) AS( SELECT ´U000001´ UNION SELECT E.employee_nr FROM Employee E, Managed M WHERE E.manager_nr =  M.employee_nr) SELECT * FROM Managed;",0.8,0.25,-0.55,309/quiz_graded_5_5.csv
18,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id=P.artist_id AND P.role=´guitarist´;",0.0,0.25,0.25,294/quiz_graded_5_5.csv
18,"SELECT A.title, T.duration FROM Album A, Track T WHERE T.album_id=A.album_id   GROUP BY album_id HAVING COUNT(track_id)>=1;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
18,SELECT song FROM Album WHERE Album.title = ´Nevermind´;,0.0,0.25,0.25,292/quiz_graded_5_5.csv
18,"SELECT A.name , COUNT(*) FROM Artist A, Track T WHERE T.album_id=A.album_id   GROUP BY A.name HAVING COUNT(*)>=3;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
19,"SELECT album_id  FROM Album, Release  WHERE Album.album_id = Release.album_id AND Release.country = 'Belgium';",0.0,0.25,0.25,293/quiz_graded_5_5.csv
19,"SELECT A.name, Count(DISTINCT Performs.artist_id) AS played_by_artist FROM Artist A JOIN Performs P ON A.artist_id = P.artist_id  GROUP BY A.name  HAVING COUNT(DISTINCT Performs.artist_id) >= 3 ORDER BY played_by_artist DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
19,"SELECT DISTINCT artist_id FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id AND Performs.role = 'guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
20,"SELECT title, SUM(duration) FROM Album, Track WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
20,SELECT name FROM Artist  WHERE Artist.death_date = 'NULL';,0.0,0.75,0.75,295/quiz_graded_5_5.csv
21,"SELECT song FROM Track, Performs, Artist WHERE Performs.artist_id = Artist.artist_id  AND Performs.track_id = Track.track_id  AND NOT Performs.role = 'vocals' AND Performs.artist_id IS NOT NULL;",0.0,0.5,0.5,291/quiz_graded_5_5.csv
21,"SELECT DISTINCT artist_id FROM Artist, Performs WHERE Performs.artist_id = Artist.artist_id AND Performs.role = 'guitarist';",0.0,0.25,0.25,294/quiz_graded_5_5.csv
21,"SELECT title, SUM(duration) FROM Album, Track WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
21,"SELECT album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND Release.country = 'Belgium';",0.0,0.25,0.25,293/quiz_graded_5_5.csv
22,"SELECT Album.title, SUM(Track.duration) FROM Track, Album WHERE Track.album_id = Album.album_id GROUP BY Album.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
22,SELECT album_id FROM Album WHERE album_id IN (   SELECT album_id   FROM Release   WHERE country = ´Belgium´ );,0.8,0.25,-0.55,293/quiz_graded_5_5.csv
22,"SELECT Artist.name, COUNT(Performs.track_id) FROM Performs, Artist WHERE Performs.artist_id = Artist.artist_id GROUP BY Performs.artist_id HAVING COUNT(Performs.track_id) >= 3 ORDER BY COUNT(Performs.track_id) DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
22,"WITH RECURSIVE Ancestors(id) AS ( SELECT E.manager_nr as id   FROM Employee E   WHERE E.employee_nr = 'U000001'   UNION   SELECT E.manager_nr as id   FROM Ancestors A, Employee E   WHERE A.id = E.id   AND NOT E.manager_nr IS NULL ) SELECT * FROM Ancestors;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
23,SELECT employee_nr FROM Employee WHERE manager_nr = U000001 OR employee_nr = U000001,0.0,0.25,0.25,309/quiz_graded_5_5.csv
23,SELECT name FROM Artist WHERE death_date IS NOT NULL,0.0,0.75,0.75,295/quiz_graded_5_5.csv
23,SELECT artist_id FROM Perfroms WHERE role = 'guitarist',0.0,0.25,0.25,294/quiz_graded_5_5.csv
24,"SELECT song FROM Track t, Album a WHERE t.album_id = a.album_id AND title = ´Nevermind´",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
24,"SELECT title, SUM(song) AS album_duration FROM Album a, Track t WHERE a.album_id = t.album_id",0.0,0.25,0.25,290/quiz_graded_5_5.csv
24,"SELECT name, COUNT(*) FROM Artist, Performs p GROUP BY p.artist_id HAVING COUNT(*) >= 3",0.0,0.25,0.25,289/quiz_graded_5_5.csv
24,SELECT DISTINCT p.artist_id From Performs p WHERE role = ´guitarist´,0.8,0.25,-0.55,294/quiz_graded_5_5.csv
24,"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role <> ´vocals´",0.0,0.25,0.25,291/quiz_graded_5_5.csv
24,SELECT r.album_id FROM Release r WHERE country = ´Belgium´,0.8,0.75,-0.050000000000000044,293/quiz_graded_5_5.csv
25,"SELECT a.title, SUM(t.duration) FROM Album a INNER JOIN Track t ON a.album_id= t.album_id GROUP BY a.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
25,SELECT song  FROM Track t WHERE track_id NOT IN (  SELECT track_id FROM Performs p  WHERE role = 'vocals' AND artist_id is NULL);,0.0,0.5,0.5,291/quiz_graded_5_5.csv
25,"SELECT a.name, COUNT(t.track_id) AS number_of_tracks FROM Artist a  INNER JOIN Performs p ON a.artist_id= p.artist_id INNER JOIN Track t ON t.Album_id=al.Album_id INNER JOIN Album al ON t.Album_id= al.Album_id INNER JOIN Release r ON r.Album_id= al.Album_id GROUP by a.name ORDER by release_date DESC",0.0,0.25,0.25,289/quiz_graded_5_5.csv
26,"WITH RECURSIVE Subordinates AS ( SELECT employee_nr FROM Employee WHERE employee_nr = 'U000001' UNION ( SELECT emp.empoyee_nr FROM Employee emp, Subordinates sub WHERE emp.employee_nr = sub.manager_nr ))  SELECT employee_nr FROM Subordinates;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
27,"WITH RECURSIVE managedByU000001(employee_nr) AS (   (SELECT Employee.employee_nr FROM Employee WHERE manager_nr = 'U000001' OR manager_nr IS NULL)   UNION   (SELECT Employee.employee_nr FROM managedByU000001, Employee WHERE managedByU000001.employee_nr = Employee.employee_nr) ) SELECT * FROM managedByU000001;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
27,"SELECT name, COUNT(track_id) AS total FROM Artist, Performs WHERE Artist.artist_id = Performs.artist_id GROUP BY name HAVING total >= 3 ORDER BY total DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
28,"SELECT name, COUNT(track_id) as num_tracks FROM Artist A, Performs P WHERE A.artist_id = P.artist_id AND P.track_id = (SELECT DISTINCT track_id FROM Performs) GROUP BY artist_id HAVING COUNT(track_id) >= 3 ORDER BY num_tracks DESC;",0.0,0.25,0.25,289/quiz_graded_5_5.csv
28,"SELECT DISTINCT album_id FROM Album A, Release R WHERE A.album_id = R.album_id AND R.country = ´Belgium´;",0.0,0.25,0.25,293/quiz_graded_5_5.csv
28,"SELECT song FROM Track T, Album A WHERE T.album_id = A.album_id AND A.title = ´Nevermind´;",0.8,0.75,-0.050000000000000044,292/quiz_graded_5_5.csv
28,"SELECT title, SUM(duration)  FROM Track T, Album A WHERE T.album_id = A.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
28,"WITH RECURSIVE Result(employee_nr) AS (    SELECT E.manager_nr AS employee_nr    FROM Employee E    WHERE E.employee_nr = ´U000001´    UNION    SELECT R.manager_nr AS employee_nr    FROM Result R, Employee E    WHERE R.employee_nr = E.employee_nr    AND NOT R.manager_nr IS NULL ) SELECT * FROM Result;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
28,"SELECT DISTINCT artist_id FROM Artist A, Performs P WHERE A.artist_id = P.artist_id AND P.role = ´guitarist´;",0.0,0.75,0.75,294/quiz_graded_5_5.csv
28,"SELECT DISTINCT song FROM Track T, Artist A, Performs P WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND P.role <> ´vocals´ AND A.name IS NOT NULL;",0.0,0.25,0.25,291/quiz_graded_5_5.csv
29,SELECT song FROM Track T WHERE NOT EXISTS ( -- no vocals SELECT * FROM Performs P WHERE T.track_id = P.track_id AND role = 'vocals') AND T.track_id IN ( -- must have a known artist SELECT P.track_id FROM Performs P);,1.0,0.0,-1.0,291/quiz_graded_5_5.csv
31,"SELECT DISTINCT Artist.name, SUM(Track.song) FROM Artist, Track, Performs WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id AND SUM(Performs.track_id) >= 3 GROUP BY Performs.artist_id ORDER BY DESC;",0.0,0.125,0.125,289/quiz_graded_5_5.csv
31,"WITH RECURSIVE ManagedBy1 (id_employee) AS( SELECT E.manager_number, E.employee_nr AS id_employee FROM Employee E WHERE E.manager_nr = 'U000001'  UNION  SELECT E.employee_nr AS id_employee FROM Employee E, ManagedBy1 M WHERE E.manager_nr = M.id_employee) SELECT * FROM ManagedBy1;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
31,SELECT Artist.name FROM Artist WHERE Artist.death_date = NULL;,0.0,0.75,0.75,295/quiz_graded_5_5.csv
31,"SELECT Album.title, SUM(Track.duration) FROM Album, Track WHERE Album.album_id = Track.album_id GROUP BY Track.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
31,"SELECT Track.song FROM Track, Performs WHERE NOT EXISTS (SELECT * FROM Performs WHERE Performs.role = 'vocals' AND Performs.track_id = Track.track_id)  AND NOT EXISTS (SELECT * FROM Performs WHERE Performs.artist_id = NULL AND Performs.track_id = Track.track_id);",0.0,0.5,0.5,291/quiz_graded_5_5.csv
32,"SELECT album_id FROM Album, Release WHERE Album.album_id = Release.album_id AND country = 'Belgium';",0.0,0.25,0.25,293/quiz_graded_5_5.csv
32,"WITH RECURSIVE manage AS( SELECT employee_nr FROM Employee WHERE manager_nr = 'U000001' UNION SELECT employee_nr FROM manage M, Employee E WHERE M.employee_nr = E.manager_nr ) SELECT * FROM manage;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
32,"SELECT name, COUNT(*) as count FROM Artist, Performs, Track WHERE Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id GROUP BY name HAVING count >= 3 ORDER BY count DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
33,"SELECT Album.title, SUM(Track.duration)  FROM Album, Track WHERE Album.album_id = Track.album_id;",0.0,0.25,0.25,290/quiz_graded_5_5.csv
33,"WITH RECURSIVE Managed_by_u000001(manager)AS (  SELECT E.manager_nr AS manager FROM Employee E WHERE E.employee_nr = 'U000001'  UNION  SELECT E.manager_nr AS manager FROM Managed_by_u000001 M, Employee E WHERE M.manager = E.manager AND NOT E.manager_nr IS NULL ) SELECT * FROM Managed_by_u000001;",0.0,0.25,0.25,309/quiz_graded_5_5.csv
33,"SELECT name, COUNT(Performs.track_id) AS total_tracks FROM Artist, Performs  WHERE Artist.artist_id = Performs.artist_id GROUP BY Artist.name HAVING total_tracks >= 3 ORDER BY total_tracks DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
34,"SELECT DISTINCT A.name, COUNT(T.track_id) FROM Artist A, Track T, Performs P WHERE A.artist_id = P.artist_id AND P.track_id = T.track_id GROUP BY A.name HAVING COUNT(T.track_id) >= 3 ORDER BY COUNT(T.track_id) DESC;",0.5,0.25,-0.25,289/quiz_graded_5_5.csv
35,WITH RECURSIVE function AS ( SELECT employee_nr AS P FROM Employee WHERE employee_nr = 'U000001' UNION SELECT employee_nr AS C FROM Employee WHERE P.employee_nr = C.manager_nr ) SELECT * FROM function;,0.0,0.25,0.25,309/quiz_graded_5_5.csv
35,"SELECT name, COUNT(DISTINCT, track_id) AS nr FROM Track, Performs, Artist  WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id GROUP BY name HAVING nr >= 3 ORDER BY nr DESC;",0.6,0.0,-0.6,289/quiz_graded_5_5.csv
36,"SELECT a.title, SUM(t.duration) AS album_duration FROM Album a, Track t WHERE t.album_id = a.album_id GROUP BY t.album_id;",1.0,0.25,-0.75,290/quiz_graded_5_5.csv
36,"WITH RECURSIVE Managers (employee_nr) AS (   SELECT e.manager_nr as employee_nr   FROM Employee e   WHERE e.employee_nr = 'U000001' UNION  SELECT e.manager as employee_nr  FROM Managers m, Employee e   WHERE m.employee_nr = e.employee_nr   AND NOT e.manager IS NULL)  SELECT * FROM managers",0.0,0.25,0.25,309/quiz_graded_5_5.csv
36,"SELECT t.song FROM Track t, Performs p WHERE NOT EXISTS (SELECT * FROM Performs p WHERE t.track_id = p.track_id AND p.role = 'vocals');",0.0,0.5,0.5,291/quiz_graded_5_5.csv
