id,query,syntax,semantic,results,correctness level,normalized value,,
2,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
240,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
320,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
34,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
39,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
138,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration > 300 AND Artist.name ='Queen' ;,2,0,1,12,0.423077,,
26,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration >300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
220,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
301,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
275,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name='Queen';,2,0,1,12,0.423077,,
213,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE Track.duration>300 AND Artist.name='Queen';,2,0,1,12,0.423077,,
270,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND Artist.name = 'Queen';,2,0,1,12,0.423077,,
340,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name = 'Queen';,2,0,1,12,0.423077,,
132,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name = 'Queen';,2,0,1,12,0.423077,,
151,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration > 300 AND name LIKE 'Queen';,2,0,1,12,0.423077,,
263,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE duration>300 AND name='Queen',2,0,1,12,0.423077,,
194,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300 ;,2,0,1,12,0.423077,,
178,SELECT * FROM Track NATURAL JOIN Performs NATURAL JOIN Artist WHERE name = 'Queen' AND duration > 300;,2,0,1,12,0.423077,,
285,SELECT * FROM Track T NATURAL JOIN Performs P NATURAL JOIN Artist A WHERE T.duration>300 AND A.name='Queen';,2,0,1,12,0.423077,,
66,"SELECT * FROM Track T, Artist A, Performs P WHERE A.name = 'Queen' AND T.duration > 300 AND A.artist_id = P.artist_id AND P.track_id = T.track_id;",2,2,2,27,1,,
180,"SELECT * FROM Track T, Artist A, Performs P WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND T.duration > 300 AND A.name = 'Queen';",2,2,2,27,1,,
68,"SELECT * FROM Track T, Performs P, Artist A WHERE A.artist_id = P.artist_id AND T.track_id = P.track_id AND A.name = 'Queen' and T.duration > 300;",2,2,2,27,1,,
10,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND A.name = 'Queen' AND T.track_id = P.track_id AND P.artist_id = A.artist_id;",2,2,2,27,1,,
261,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND T.track_id = P.track_id AND P.artist_id = A.artist_id AND A.name = 'Queen' ;",2,2,2,27,1,,
50,"SELECT * FROM Track T, Performs P, Artist A WHERE T.duration > 300 AND T.track_id= P.track_id AND P.artist_id = A.artist_id AND A.name = 'Queen'; ",2,2,2,27,1,,
140,"SELECT * FROM Track T, Performs P, Artist A WHERE Track AND T.duration > 300",2,0,0,3,0.0769231,,
252,SELECT * FROM Track UNION Performs UNION Artist WHERE duration>300 AND name='Queen',0,0,0,1,0,,
80,SELECT * FROM Track WHERE duration>300,2,0,1,12,0.423077,,
212,"SELECT * FROM Track WHERE track_id = (SELECT track_id FROM Performs WHERE artist_id = (SELECT artist_id FROM Artist WHERE name = ""Queen"")) AND duration > 300 ;",2,0,0,3,0.0769231,,
292,SELECT * FROM Track Where duration > 300 JOIN SELECT * FROM Performs JOIN SELECT * FROM Artist WHERE name = 'Queen',0,0,0,1,0,,
255,"SELECT * FROM Track t, Performs p, Artist a WHERE a.name = 'Queen' AND t.duration > 300 AND p.artist_id = a.artist_id AND p.track_id = t.track_id;",2,2,2,27,1,,
16,"SELECT * FROM Track t, Performs p, Artist a WHERE a.name = 'Queen' AND t.duration >300 AND a.artist_id =p.artist_id AND t.track_id=p.track_id;",2,2,2,27,1,,
256,"SELECT * FROM Track t, Performs p, Artist a WHERE p.artist_id = a.artist_id AND p.track_id = t.track_id AND t.duration > 300 AND a.name = 'Queen';",2,2,2,27,1,,
21,"SELECT * FROM Track t, Performs p, Artist a WHERE t.duration > 300 AND a.name = 'Quenn';",2,0,1,12,0.423077,,
233,"SELECT * FROM Track, Artist NATURAL JOIN Produces WHERE track.duration > 300 AND artist.name = 'Queen' ",2,0,1,12,0.423077,,
42,"SELECT * FROM Track, Artist WHERE Artist.name = 'Queen' AND Track.duration > 300;",2,0,1,12,0.423077,,
128,"SELECT * FROM Track, Artist WHERE duration>300 AND Artist.name='Queen';",2,0,1,12,0.423077,,
91,"SELECT * FROM Track, Artist WHERE duration>300 AND name='Queen';",2,0,1,12,0.423077,,
208,"SELECT * FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",2,2,2,27,1,,
337,"SELECT * FROM Track, Artist, Performs WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Artist.artist_id = Performs.artist_id; ",2,2,2,27,1,,
168,"SELECT * FROM Track, Artist, Performs WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND duration > 300 AND name = 'Queen';",2,2,2,27,1,,
183,"SELECT * FROM Track, Artist, Produces WHERE duration > 300 AND Produces.artist_id = Artist.artist_id AND name = 'Queen' AND Produces.track_id=Track.track_id;",2,2,2,27,1,,
51,"SELECT * FROM Track, Performs, Artist WHERE (Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id);",2,2,2,27,1,,
147,"SELECT * FROM Track, Performs, Artist WHERE (Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id);",2,2,2,27,1,,
90,"SELECT * FROM Track, Performs, Artist WHERE (duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id);",2,2,2,27,1,,
55,"SELECT * FROM Track, Performs, Artist WHERE Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id AND Artist.name = 'Queen' AND Track.duration > 300;",2,2,2,27,1,,
98,"SELECT * FROM Track, Performs, Artist WHERE Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id AND duration > 300 AND name='Queen';",2,2,2,27,1,,
295,"SELECT * FROM Track, Performs, Artist WHERE Artist.name = 'Queen' AND Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
62,"SELECT * FROM Track, Performs, Artist WHERE Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id AND Track.duration > 300 AND Artist.name = 'Queen';",2,2,2,27,1,,
265,"SELECT * FROM Track, Performs, Artist WHERE Performs.artist_id = Artist.artist_id AND Track.track_id = Performs.track_id AND duration > 300 AND name = 'Queen';",2,2,2,27,1,,
134,"SELECT * FROM Track, Performs, Artist WHERE Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen' AND Track.duration > 300",2,2,2,27,1,,
200,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Track.track_id = Performs.track_id;",2,2,2,27,1,,
259,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",2,2,2,27,1,,
182,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
184,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
11,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
87,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Performs.track_id= Track.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
179,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,2,2,27,1,,
349,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id;",2,2,2,27,1,,
250,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
347,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen' AND Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id; ",2,2,2,27,1,,
214,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
192,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
29,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name = 'Queen'; ",2,0,0,3,0.0769231,,
191,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
227,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.artist_id = Performs.artist_id AND Artist.name = 'Queen';",2,0,0,3,0.0769231,,
160,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.id = Performs.id AND Performs.id = Artist.id AND Artist.name = Queen",2,0,0,3,0.0769231,,
329,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen';",2,2,2,27,1,,
167,"SELECT * FROM Track, Performs, Artist WHERE Track.duration > 300 and Artist.name = 'Queen' and Track.track_id=Performs.track_id and Performs.artist_id = Artist.artist_id;",2,2,2,27,1,,
32,"SELECT * FROM Track, Performs, Artist WHERE Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id = Performs.artist_id AND Performs.track_id = Track.track_id",2,2,2,27,1,,
300,"SELECT * FROM Track, Performs, Artist WHERE Track.duration >300 AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id",2,2,2,27,1,,
36,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen'",2,0,0,3,0.0769231,,
43,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
44,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
351,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Artist.artist_id=Performs.artist_id AND Track.track_id=Performs.track_id;",2,2,2,27,1,,
172,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Performs.artist_id = Artist.artist_id AND Performs.track_id = Track.track_id;",2,2,2,27,1,,
305,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Performs.track_id=Track.track_id AND Artist.artist_id=Performs.artist_id; ",2,2,2,27,1,,
189,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id",2,2,2,27,1,,
193,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
181,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
111,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen' AND Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id;",2,2,2,27,1,,
45,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Artist.name='Queen';",2,0,0,3,0.0769231,,
95,"SELECT * FROM Track, Performs, Artist WHERE Track.duration>300 AND Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen';",2,2,2,27,1,,
242,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen' AND Track.duration > 300;",2,2,2,27,1,,
63,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Artist.name = 'Queen' AND Track.duration > 300; ",2,2,2,27,1,,
293,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",2,2,2,27,1,,
93,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Track.duration>300 AND Artist.name='Queen';",2,2,2,27,1,,
99,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = performs.artist_id AND duration>300 AND name='Queen';",2,2,2,27,1,,
197,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name = 'Queen'",2,0,0,3,0.0769231,,
171,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",2,2,2,27,1,,
4,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",2,2,2,27,1,,
290,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND Track.duration > 300 AND Artist.name = 'Queen';",2,2,2,27,1,,
105,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300;",2,2,2,27,1,,
187,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300;",2,2,2,27,1,,
268,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Performs.artist_id = Artist.artist_id AND name = 'Queen' AND duration > 300; ",2,2,2,27,1,,
230,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.artist_id=Performs.artist_id AND Track.duration>300 AND Artist.name='Queen';",2,2,2,27,1,,
7,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Artist.name = 'Queen' AND Artist.artist_id=Performs.artist_id AND duration>300;",2,2,2,27,1,,
100,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id = Artist.artist_id AND (duration > 300) AND (name='Queen'); -- again, NATURAL JOIN can be used but not sure if that is allowed.",2,2,2,27,1,,
262,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",2,2,2,27,1,,
346,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Artist.name='Queen' AND Track.duration>300;",2,2,2,27,1,,
257,"SELECT * FROM Track, Performs, Artist WHERE Track.track_id=Performs.track_id AND Performs.artist_id=Artist.artist_id AND Track.duration>300 AND Artist.name = 'Queen';",2,2,2,27,1,,
