Answer_original,Score_original,Score_final,score_difference
SELECT DISTINCT song FROM Track WHERE NOT EXISTS ( SELECT role FROM Performs WHERE Performs.track_id = Track.track_id AND Performs.role = 'vocals' ) AND EXISTS ( SELECT artist_id FROM Performs WHERE Performs.track_id = Track.track_id AND Performs.artist_id IS NOT NULL );,1.0,1.0,0.0
SELECT Track.song FROM Track  WHERE Track.track_id NOT EXISTS ( SELECT Performs.track_id FROM Performs  WHERE Track.track_id = Performs.track_id  AND Performs.role = 'vocals');,0.0,0.0,0.0
"SELECT t.song FROM Track t, Performs p WHERE NOT EXISTS (SELECT * FROM Performs p WHERE t.track_id = p.track_id AND p.role = 'vocals');",0.0,0.5,0.5
SELECT DISTINCT song FROM Track WHERE NOT 'vocals' IN (    SELECT role    FROM Performs    WHERE Track.track_id=Performs.track_id AND Performs.artist_id IS NOT NULL );,0.5,0.5,0.0
SELECT DISTINCT song FROM Track WHERE NOT 'vocals' IN (SELECT role FROM Performs WHERE Track.track_id = Performs.track_id AND artist_id IS NOT NULL);,0.5,0.5,0.0
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT Performs.role = 'vocals';",0.0,0.5,0.5
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role != 'vocals' AND Performs.artist_id != NULL;",0.0,0.25,0.25
"SELECT Track.song FROM Track WHERE track_id NOT IN (     SELECT track_id      FROM Performs      WHERE role = 'vocals' AND artist_id NOT IN (           SELECT artist_id -- if artist_id is known, artist is known            FROM Artist )      )",0.0,0.0,0.0
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.artist_id IS NOT NULL GROUP BY song HAVING (NOT EXISTS (SELECT * FROM Performs WHERE role = 'vocal));",0.0,0.0,0.0
SELECT DISTINCT song FROM Track NATURAL JOIN Performs WHERE role !=´vocals´ AND artist_id IS NOT NULL;,0.0,0.25,0.25
"SELECT Track.song FROM Track,Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS(SELECT *  FROM Track, Performs  WHERE Performs.role = 'vocals');",0.0,0.25,0.25
SELECT track_id FROM Performs WHERE role != 'vocals' AND NOT artist_id IS NULL; SELECT song FROM Track WHERE track_id = track_id.Performs;,0.0,0.25,0.25
"SELECT DISTINCT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role <> ´vocals' AND Performs.artist_id IS NOT NULL;",0.0,0.0,0.0
SELECT T.song FROM Track T WHERE NOT EXISTS ( SELECT P.artist_id FROM Performs P WHERE P.track_id=T.track_id AND P.role='vocals' );,0.5,0.5,0.0
SELECT song FROM Track JOIN Performs ON Track.track_id = Performs.track_id WHERE Performs.role NOT NULL AND NOT EXISTS (   SELECT 1   FROM Performs   WHERE Performs.role = ´vocals´) ;,0.0,0.0,0.0
SELECT T.song FROM Track T WHERE 'vocals' NOT IN ( SELECT role FROM Performs P WHERE P.track_id = T.track_id);,0.5,0.5,0.0
SELECT song FROM Track WHERE NOT EXISTS( SELECT * FROM Performs WHERE Performs.track_id = Track.track_id AND (role = 'vocals' OR artist_id IS NULL) );,0.5,0.5,0.0
SELECT Track.song FROM Track WHERE NOT EXISTS (SELECT * FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.artist_id IS NULL) AND EXISTS (SELECT * FROM Performs WHERE Track.track_id=Performs.track_id AND Performs.role='vocals' AND Performs.artist_id IS NULL);,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id AND NOT EXISTS ( SELECT song FROM Track, Performs WHERE Track.track_id=Performs.track_id  AND role='vocals);",0.0,0.0,0.0
SELECT T.song FROM Track T JOIN Performs P ON T.track_id = P.track_id --to make sure we only select tracks for which at least one artist is known WHERE NOT EXISTS (   SELECT *   FROM Performs P2   WHERE P2.track_id = T.track_id   AND P2.role = 'vocals' );,0.0,0.5,0.5
SELECT song FROM track JOIN,0.0,0.0,0.0
"SELECT DISTINCT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND EXISTS (SELECT * FROM Track, Performs WHERE Track.track_id = Performs.track_id) AND NOT EXISTS (SELECT * FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals');",0.0,0.25,0.25
SELECT T.song FROM Track T WHERE NOT EXISTS (   SELECT *   FROM Performs P   WHERE T.track_id = P.track_id   AND P.role = 'vocals' ;,0.0,0.0,0.0
SELECT song FROM Track WHERE track_id NOT EXIST( Select *  From Performs JOIN Artist ON Performs.artist_id = Artist.artist_id WHERE Performs.role = 'vocals' OR Artist.name IS NULL );,0.0,0.0,0.0
SELECT song FROM Track WHERE NOT EXISTS ( SELECT role FROM Performs WHERE Performs.track_id = Track.track_id AND p.role = 'vocals' );,0.0,0.25,0.25
"select songs from Track where not exists (   select * from Track T, Artist A, Performs P where A.artist_id = P.artist_id and P.track_id = T.track_id and role = 'vocals' ) and T.artist_id is not null;",0.0,0.25,0.25
"SELECT song FROM Track t, Performs p WHERE t.track_id = p.track_id AND ´vocals´ NOT IN (SELECT role FROM Performs p WHERE p.track_id = t.track_id) AND EXISTS(SELECT artist_id FROM Performs p WHERE p.track_id = t.track_id);",0.0,0.25,0.25
SELECT Track.song FROM Track WHERE NOT EXISTS (SELECT track_id FROM Performs WHERE role = 'vocals' OR artist_id IS NULL) GROUP BY Track.song;,0.0,0.25,0.25
SELECT song FROM Track t WHERE NOT EXISTS ( SELECT * FROM Performs p WHERE t.track_id = p.track_id  AND role = 'vocals');,0.5,0.5,0.0
"SELECT T.song FROM Track T, Performs P WHERE NOT EXISTS (   SELECT *   FROM Track T, Performs P   WHERE T.track_id = P.track_id   AND role = 'vocals' ) AND T.track_id = P.track_id AND P.artist_id IS NOT NULL;",0.0,0.25,0.25
SELECT Track.songs FROM Track WHERE NOT EXISTS(SELECT Performs.track_id FROM Performs WHERE role = 'vocals' AND Track.track_id = Performs.track_id) AND 0 < (SELECT COUNT(Performs.track_id) FROM Performs WHERE NOT Performs.artist_id IS NULL AND Track.track_id = Performs.track_id);,0.0,0.25,0.25
SELECT Track.song FROM Track WHERE NOT EXISTS( SELECT *  FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals' AND Performs.artist_id IS NULL );,0.0,0.5,0.5
SELECT song FROM Track WHERE EXISTS ( SELECT * FROM Performs  WHERE Track.track_id=Performs.track_id )  AND NOT EXISTS (  SELECT * FROM Performs  WHERE Track.track_id=Performs.track_id  AND Performs.role=´vocals´ );,0.8,0.25,-0.55
"With Result AS( SELECT a.artist_id, a.name,p.track_id, p.role FROM Artist as a NATURAL JOIN Performs as P WHERE p.role<>'vocals'  AND a.name IS NOT NULL )  SELECT DISTINCT t.song FROM Track t, Result r WHERE t.track_id=r.track_id;",0.0,0.5,0.5
SELECT Track.song FROM Track WHERE NOT EXISTS(SELECT Performs.track_id FROM Performs WHERE role = 'vocals' AND Track.track_id = Performs.track_id);,0.5,0.5,0.0
"SELECT DISTINCT song FROM Track WHERE NOT EXISTS ( SELECT T.track_id FROM Performs P, Artist A WHERE P.track_id = Track.track_id AND A.artist_id = P.artist_id AND A.name IS NULL AND P.role <> 'vocals' );",0.0,0.25,0.25
SELECT song FROM Track T WHERE NOT EXISTS(   SELECT *   FROM Performs P   WHERE T.track_id = P.track_id AND role = ¨vocals¨ );,0.3,0.25,-0.04999999999999999
SELECT song FROM Track WHERE NOT ((Track.track_id IN (SELECT Performs.track_id FROM Performs WHERE role = 'vocals')) OR (COUNT(SELECT role FROM Performs WHERE Performs.track_id = Track.track_id) = 0));,0.0,0.0,0.0
"SELECT DISTINCT  t.song AS instrumental_songs FROM   Track t, Performs p  WHERE   t.track_id = p.track_id AND  p.role <> 'vocals' AND   p.artist_id IS NOT NULL;",0.0,0.5,0.5
"SELECT song FROM Track T, Performs P WHERE P.track_id = T.track_id AND P.artist_id IS NOT NULL AND P.role NOT IN (SELECT role FROM Performs P WHERE role = ´vocals´);",0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS (SELECT * FROM Artist, Performs WHERE Artist.artist_id=Performs.artist_id AND role='vocals');",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id  AND NOT EXISTS ( SELECT * FROM Performs P WHERE P.track_id = T.track_id AND P.role = 'vocals' ) ;",1.0,1.0,0.0
"SELECT DISTINCT song FROM Track, Performs WHERE role <> ´vocals´ AND Track.track_id = Performs.track_id;",0.0,0.25,0.25
SELECT song FROM Track T WHERE NOT EXISTS (SELECT role FROM Performs P WHERE T.track_id = P.track_id AND P.role = ´vocals´ AND P.artist_id IS NULL);,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT Performs.role = ´vocals´ AND Performs.artist_id IS NOT NULL;",0.0,0.25,0.25
SELECT DISTINCT T.song FROM Track T WHERE NOT EXISTS ( SELECT * FROM Performs P WHERE T.track_id = P.track_id AND P.role = ´vocals´ OR P.role IS NULL );,0.3,0.25,-0.04999999999999999
SELECT t.song  FROM Track t WHERE NOT 'vocals' IN  (SELECT role FROM Performs p WHERE t.track_id = p.track_id),0.5,0.5,0.0
SELECT T.song FROM Track T WHERE 'vocals' NOT IN (   SELECT P.role   FROM Performs P   WHERE T.track_id = P.track_id ) AND EXISTS (   SELECT P.role   FROM Performs P   WHERE T.track_id = P.track_id );,1.0,1.0,0.0
"SELECT t.song FROM Track t, Performs p WHERE t.track_id = p.track_id AND (p.role = ´vocals´ IS NULL) AND p.artist_id IS NOT NULL HAVING COUNT(*) >= 1",0.0,0.25,0.25
SELECT Track.song FROM Track WHERE NOT EXISTS( SELECT * FROM Performs WHERE Track.track_id = Performs.track_id AND Performs.role = 'vocals'  AND NOT Performs.role IS NULL );,0.5,0.5,0.0
SELECT DISTINCT song FROM Track JOIN Performs ON Track.track_id = Performs.track_id WHERE Performs.role <> 'vocals' AND Performs.role IS NOT NULL;,0.0,0.5,0.5
"SELECT song FROM Track T, Performs P WHERE P.track_id = T.track_id AND artist_id NOT NULL AND NOT IN(  SELECT song FROM Performs P1, Track T1  WHERE P1.track_id = T1.track_id  AND P1.role = 'vocals');",0.0,0.0,0.0
SELECT Track.song FROM Track JOIN Performs ON Track.track_id = Performs.track_id WHERE Performs.role <> 'vocals' AND Performs.artist_id IS NOT NULL;,0.0,0.5,0.5
SELECT song FROM Track WHERE NOT 'vocals' IN (SELECT role FROM Performs WHERE Performs.track_id = Track.track_id);,0.5,0.5,0.0
"SELECT Track.song FROM Track, Performs WHERE Performs.track_id = Track.track_id AND NOT EXISTS (SELECT Track.song FROM Track, Performs WHERE Performs.track_id = Track.track_id AND Artist.role = 'vocals' OR Artist.artist_id IS NULL );",0.0,0.25,0.25
SELECT DISTINCT song FROM Track  WHERE NOT 'vocals' IN (   SELECT role    FROM (   SELECT *   FROM Performs   WHERE NOT artist_id IS NULL   ) AS Performs   WHERE Track.track_id = Performs.track_id ) ;,0.5,0.5,0.0
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS ( SELECT * FROM Performs WHERE role = 'vocals' AND Performs.track_id = Track.track_id );",0.0,0.5,0.5
"SELECT DISTINCT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role IS NOT NULL AND NOT EXISTS ( SELECT * FROM Performs P WHERE P.track_id = Track.track_id AND role = 'vocals' );",1.0,1.0,0.0
"SELECT Track.song FROM Track, Performs WHERE NOT artist_id IS NULL AND Performs.track_id = Track.track_id AND NOT Performs.role = 'vocals';",0.0,0.5,0.5
SELECT song FROM Track WHERE NOT EXISTS ( SELECT * FROM Perfoms WHERE Track.track_id = Performs.track_id AND role = 'vocals' ),0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T WHERE NOT EXISTS( SELECT * FROM Performs P, Artist A WHERE A.artist_id=P.artist_id AND T.track_id=P.track_id AND A.name IS NULL AND P.role='vocals' );",0.0,0.5,0.5
SELECT T.songs FROM Track T WHERE ( NOT EXISTS( SELECT * FROM Performs P WHERE P.track_id = T.track_id AND P.role = 'vocals' OR P.artist_id IS NULL));,0.0,0.25,0.25
SELECT song FROM Track JOIN Performs ON Performs.track_id = Track.track_id WHERE Performs.role ='vocals' IS NULL AND Performs.artist_id IS NULL GROUP BY song ;,0.0,0.25,0.25
SELECT DISTINCT song FROM Track  JOIN Performs  WHERE Track.track_id= Performs.track_id  AND Performs.artist_id IS NOT NULL  AND NOT EXIST(Performs.role = 'vocals');,0.0,0.0,0.0
SELECT t.song FROM Track t NATURAL JOIN Performs p WHERE NOT EXISTS (SELECT * FROM Performs p1 WHERE t.album_id = p1.album_id AND p1.role = 'vocals') HAVING COUNT(p.artist_id) >= 1;,0.0,0.25,0.25
"SELECT DISTINCT song  FROM Track, Performs WHERE Track.track_id = Performs.track_id AND role NOT IN ( SELECT role FROM Performs WHERE role = vocals)  AND song IS NOT NULL",0.0,0.25,0.25
"SELECT * FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> 'vocals';",0.0,0.5,0.5
SELECT song FROM Track WHERE track_id IN (SELECT track_id FROM Performs) AND NOT track_id IN (SELECT track_id FROM Performs WHERE role = 'vocals');,1.0,1.0,0.0
"SELECT Track.song FROM Track, Perform, Artist WHERE NOT EXISTS(SELECT * FROM Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND Performs.role = 'vocals' OR Artist IS NOT NULL);",0.0,0.25,0.25
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND NOT EXISTS (SELECT Performs.role WHERE Performs.role = 'vocals';) AND EXISTS (SELECT Performs.role);",0.0,0.0,0.0
SELECT t.song FROM Track t WHERE 'vocals' NOT IN (SELECT p.role FROM Performs p WHERE p.track_id = t.track_id);,0.5,0.5,0.0
"SELECT  DISTINCT T.song FROM Track T, Performs P, Artist A WHERE T.track_id = P.track_id AND A.artist_id = P.artist_id AND P. role <> ´vocals´ ;",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track AS T, Performs AS P WHERE T.track_id = P.track_id AND T.role <> 'songs'  ANd T.role IS NOT NULL;",0.0,0.25,0.25
"SELECT DISTINCT t.* FROM Track t, Performs p WHERE p.artist_id IN (SELECT artist_id FROM Performs WHERE role <> 'vocals') AND t.track_id=p.track_id;",0.0,0.5,0.5
"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> 'vocals' AND P.artist_id IS NOT NULL",0.0,0.5,0.5
SELECT T.song FROM Track T JOIN Performs P ON T.track_id = P.track_id EXCEPT SELECT T.song FROM Track T JOIN Performs P ON T.track_id WHERE role='vocals' OR role IS NULL;,0.0,0.25,0.25
"SELECT song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.role <> ´vocals´ OR Performs.role <> NULL;",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id  AND T.track_id NOT IN (SELECT Performs.track_id FROM Performs WHERE Performs.role = 'vocals') AND T.track_id IN (SELECT Performs.track_id FROM Performs WHERE Performs.artist_id IS NOT NULL);",1.0,1.0,0.0
"SELECT DISTINCT T.song FROM Track T, Performs P WHERE P.artist_id IS NOT NULL AND T.track_id=P.track_id AND NOT EXISTS(SELECT * FROM Performs P WHERE P.role=´vocals´);",0.0,0.25,0.25
SELECT song FROM Track WHERE track_id = (SELECT track_id FROM Performs WHERE NOT role = 'vocalist AND artist_id = (SELECT artist_id FROM ARTIST));,0.0,0.0,0.0
"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND NOT P.role= 'vocals' AND NOT P.artist_id IS NULL;",0.0,0.5,0.5
SELECT song FROM Track JOIN Performs ON Track.track_id=Performs.track_id WHERE Performs.role != ´vocals´ AND Performs.artist_id IS NOT NULL;,0.0,0.25,0.25
"SELECT Track.song FROM Track, Performs WHERE Track.track_id = Performs.track_id AND Performs.artist_id IS NOT NULL AND NOT role = ´vocals´;",0.0,0.25,0.25
"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND NOT P.role = 'vocals'  AND NOT P.artist_id IS NULL ; -- i am not sure its needed to make sure that artist_id is not null since artist_id is a foreign key referencing a primary key, as an underlined primary key.  -- i believe it is most likely not necessary, ok ill add it just in case.",0.0,0.5,0.5
SELECT song FROM Track  WHERE NOT EXISTS(   SELECT *   FROM Performs   WHERE  Track.track_id = Performs.track_id AND role = 'vocals' ) AND EXISTS(   SELECT *   FROM Performs   WHERE Track.track_id = Performs.track_id AND NOT role IS NULL );,1.0,1.0,0.0
SELECT song FROM Track  WHERE NOT EXISTS ( SELECT * FROM Performs WHERE Track.track_id = Performs.track_id AND role = 'vocals') AND EXISTS ( SELECT * FROM Performs WHERE Track.track_id = Performs.track_id);,1.0,1.0,0.0
select distinct T.song from Track T  where not exists  ( select P.role from Performs P where P.role=´vocals´ and P.track_id=T.track_id) and exists  (select P.track_id from Performans P where P.track_id=T.track_id group by P.track_id having count(*)>=1);,0.0,0.25,0.25
SELECT song FROM Track NATURAL JOIN Performs WHERE NOT EXISTS ( SELECT artist_id  FROM Performs WHERE role = 'vocals' ),0.0,0.25,0.25
"SELECT song FROM Track t, Performs p, Artist a WHERE  t.track_id = p.track_id AND a.artist_id = p.artist_id AND p.role <> ´vocals´;",0.0,0.25,0.25
"SELECT DISTINCT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> ´vocals´ AND P.artist_id IS NOT NULL;",0.0,0.25,0.25
SELECT T.song FROM Track T WHERE NOT EXISTS ( SELECT P.artist_id FROM Perfroms P WHERE P.track_id = T.track_id AND P.role = ´vocals ) AND EXISTS ( SELECT  P.artist_id FROM Perfroms P WHERE P.track_id = T.track_id );,0.0,0.25,0.25
SELECT song FROM Track WHERE track_id NOT IN( SELECT track_id FROM Performs WHERE role = 'vocals' OR Performs.artist_id IS NULL );,0.5,0.5,0.0
SELECT T.song FROM Track T WHERE T.track_id IN (SELECT P.track_id FROM Performs P WHRE P.track_id = T.track_id) AND T.track_id NOT IN (SELECT P.track_id FROM Performs P WHERE P.role = 'vocals');,0.0,0.0,0.0
SELECT DISTINCT T.song FROM Track T WHERE NOT EXISTS ( SELECT * FROM Performs P WHERE T.track_id = P.track_id AND P.role = 'vocals' ) AND EXISTS ( SELECT *  FROM Performs  WHERE T.track_id = P.track_id);,0.0,0.25,0.25
SELECT DISTINCT Track.song FROM Track JOIN Performs ON Track.track_id = Performs.track_id WHERE Performs.role <> 'vocals' AND Performs.artist_id IS NOT NULL;,0.0,0.5,0.5
"SELECT Track.song FROM Track, Performs WHERE Performs.artist_id IS NOT NULL AND NOT EXISTS (SELECT * FROM Performs WHERE role = 'vocals');",0.0,0.25,0.25
SELECT T.song FROM Track T WHERE NOT EXISTS ( SELECT * FROM Performs P WHERE P.track_id = T.track_id AND P.role = ´vocals´);,0.3,0.25,-0.04999999999999999
SELECT song FROM Track WHERE NOT EXISTS( SELECT *  FROM Performs WHERE Performs.track_id = Track.track_id AND Performs.role = 'vocals') AND EXISTS(  SELECT * FROM Performs WHERE Artist.artist_id = Performs.artist_id);,0.0,0.25,0.25
SELECT T.song FROM Track T JOIN Performs P ON T.track_id = P.track_id WHERE P.role <> 'vocals' AND P.role IS NOT NULL;,0.0,0.5,0.5
SELECT song FROM Album WHERE EXISTS (   SELECT artist_id   FROM Performs   WHERE artist_id NOT NULL ) AND NOT EXISTS (  SELECT role  FROM Performs  WHERE role = ¨vocals¨;,0.0,0.0,0.0
"SELECT T.song  FROM Track T, Performs P WHERE T.track_id = P.track_id AND P.role <> 'vocals';",0.0,0.5,0.5
"SELECT DISTINCT Track.song FROM Track, Performs, Artist WHERE Track.track_id = Performs.track_id AND Artist.artist_id = Performs.artist_id AND NOT EXISTS ( SELECT* FROM Performs WHERE Performs.role = 'vocals') AND Artist.name IS NOT NULL;",0.0,0.25,0.25
"SELECT song  FROM Track, Performs WHERE Track.track_id=Performs.track_id AND artist_id IS NOT NULL AND NOT role='vocals';",0.0,0.5,0.5
"SELECT song FROM Track , Performs WHERE NOT EXIST (  SELECT role , artist_id  FROM Performs  WHERE artist-id IS NULL OR role = 'vocals' ;",0.0,0.0,0.0
SELECT song FROM Track t WHERE NOT EXISTS(   SELECT *   FROM Performs p   WHERE t.track_id = p.track_id   AND role == 'vocals';,0.0,0.0,0.0
SELECT song  FROM Track  WHERE NOT track_id IN  (SELECT P.track_id FROM Performs P WHERE NOT EXISTS (SELECT A.artist_id  FROM Artist A WHERE (A.artist_id=P.artist_id AND P.role='vocals') OR P.artist_id IS NULL) ) );,0.0,0.0,0.0
"SELECT Track  FROM (JOIN Track, Performs, Artist) WHERE Artist.role != ¨vocals¨;",0.0,0.0,0.0
